id_writer,name_w
303560,Steven Paul
303561,John L. Greene
303563,Mona Simpson
303564,Daniel Woodrell
303565,Shana Larsen
303566,Émile Gaudreault
303569,Adam Scheinman
303570,René Goscinny
303571,Eric Goldberg
303573,Rand Ravich
303574,Jerry Juhl
303575,Mahmoud Aiden
303576,Marc Behm
303577,Rick Famuyiwa
303579,Jeff Franklin
303580,Darcy Frey
303581,Mitchell Kriegman
303582,Bari Wood
303586,Jacquelyn Mitchard
303589,Judith Roberts
303590,Hiroshi Kashiwabara
303592,Ayub Khan-Din
303595,John Logan
303598,Colette Burson
303599,John Mortimer
303601,Anne Rapp
303603,Rodney Patrick Vaccaro
303604,Peter Ettedgui
303605,Mamoru Oshii
303607,Chris Roberts
303608,Robert Pucci
303609,David Guterson
303611,Cathleen Schine
303612,Roi Cooper Megrue
303613,Michael Henry Brown
303615,Mark Childress
303616,J.B. Cook
303617,Ruth Toma
303618,Buddy Ruskin
303621,Jurek Becker
303623,Selwyn Roberts
303624,Kurt Vonnegut Jr.
303628,Jean-Pierre Dardenne
303629,Jason Schafer
303630,Robyn Slovo
303631,Philippe Blasband
303633,Max Färberböck
303635,Jane Hamilton
303636,Lew McCreary
303637,Patrick Cassidy
303639,Oscar Hammerstein II
303640,Denis Johnson
303641,Ed Stone
303642,Serge Frydman
303643,Frank Whaley
303651,William Broyles Jr.
303653,Sebastian Junger
303654,Gina Wendkos
303655,Tom DeSanto
303656,Ken Kaufman
303660,Ryan Rowe
303661,Todd Phillips
303663,Jessica Bendinger
303664,Gregory Allen Howard
303666,Homer
303667,Cormac Wibberley
303668,Peter Lord
303669,Mark Protosevich
303670,Glen Morgan
303672,Louis Mellis
303674,Clark Gregg
303675,Chris Williams
303676,Hui-Ling Wang
303677,H.B. Halicki
303678,Philip Stark
303679,Greg Glienna
303680,Jim Wheat
303682,Karen Walton
303685,Corey Mandell
303688,Mitchell Kapner
303689,Joanne Harris
303690,Lee Hall
303691,Guillermo Arriaga
303694,Peter Cook
303696,Asia Argento
303697,Thom Enriquez
303698,Dr. Seuss
303700,Josh Goldsmith
303702,David Diamond
303703,Lowell Cannon
303704,Vince McKewin
303706,John Wainwright
303708,Ben Younger
303710,Toby Emmerich
303711,Scott Marshall Smith
303713,Gina Prince-Bythewood
303714,Miles Millar
303715,Angela Sommer-Bodenburg
303716,Doug Wright
303717,Catherine Ryan Hyde
303719,William Hanna
303720,Virginie Despentes
303722,Joel Soisson
303725,Topper Lilien
303726,Ted Lewis
303727,Michael Chabon
303729,Mike Rich
303730,Steven Pressfield
303732,Will McRobb
303733,Darcy Meyers
303734,John Pogue
303736,Darryl Quarles
303737,Peter Steinfeld
303738,Mark Brandon Read
303739,Stuart Blumberg
303743,Jim Webb
303747,Cormac McCarthy
303748,Delia Ephron
303749,Edward Yang
303753,Kris Isacsson
303758,Jean-Christophe Grangé
303761,Steven Katz
303762,Britt Allcroft
303763,Ross Klavan
303764,Bonnie Hunt
303765,Andrew Lowery
303766,Mark Schwahn
303767,Mike White
303768,Allison Burnett
303769,Steven Naifeh
303771,Cunningham O'Keefe
303772,Alan B. McElroy
303773,Valerie Breiman
303774,Charles Busch
303775,Andrew Scheinman
303776,Mark Crowdy
303778,Kim Ki-duk
303779,Rainer Werner Fassbinder
303780,Joel Hershman
303785,Vera Blasi
303787,Hideyuki Kikuchi
303788,László Krasznahorkai
303789,Tim Meadows
303790,Rod Lurie
303791,Fabián Bielinsky
303792,Greg Berlanti
303793,Mark Gibson
303794,Karyn Kusama
303795,Simon Donald
303798,Willie Morris
303799,François Ozon
303800,João Pedro Rodrigues
303801,H. Banerjee
303803,Anita Shreve
303804,Adam Resnick
303805,Edward Bunker
303806,Cathy Cash Spellman
303807,Sally Potter
303809,J. David Stem
303810,Michael Haneke
303811,Denis Villeneuve
303812,Johnny Ferguson
303815,Roy Andersson
303817,Silvio Soldini
303819,Dominic Anciano
303820,John C. Richards
303823,Michael Seitzman
303824,Nicholas Klein
303825,Eddie Guzelian
303826,Garry Shandling
303827,Serge Bramly
303830,Isabel Ellsen
303831,James Gunn
303833,Pierce Gardner
303835,Akiyoshi Hongo
303836,Rakesh Roshan
303837,Del Shores
303838,Anne Kennedy
303839,Ye Lou
303841,Stephen Johnston
303842,Eric Blakeney
303843,Thomas Bezucha
303844,J.K. Rowling
303845,Ken Li
303846,J.R.R. Tolkien
303847,Amanda Brown
303849,Pete Docter
303851,Richard Kelly
303852,Mike Bender
303854,George Clayton Johnson
303855,William Steig
303861,Guillaume Laurant
303862,David Ayer
303864,Daniel Clowes
303865,Jay Chandrasekhar
303867,Bruce Porter
303869,Meg Cabot
303873,Pierre Boulle
303875,David Spade
303878,Kevin Falls
303879,Michael Showalter
303880,Sean Moynihan
303881,Drake Sather
303883,Jean-Jacques Annaud
303884,Julian Fellowes
303888,Daniel Coyle
303891,Milo Addica
303895,Jim Schutze
303896,Helen Fielding
303897,Kristine Johnson
303898,David Scarpa
303901,Sara B. Cooper
303903,Brent Hanley
303906,Duane Adler
303908,Beverly D'Onofrio
303909,Tom Brady
303910,Dustin Lee Abraham
303911,Clay Tarver
303912,Richard Recco
303913,Daniel E. Taylor
303916,J.H. Wyman
303917,Alan Moore
303920,Marc Klein
303921,Stéphane Cabel
303924,Larry Sulkis
303926,John Stockwell
303927,Marc Hyman
303929,Hank Nelken
303931,Pamela Falk
303932,Robert Dunn
303933,Brad Anderson
303934,Jon Zack
303935,John Cameron Mitchell
303937,Gene Brewer
303938,Tom Green
303940,Herman Raucher
303945,Sakichi Sato
303947,Harley Peyton
303948,Kaja Blackley
303949,Andre Dubus
303950,Louis C.K.
303952,Cinco Paul
303955,Stephen Chow
303956,John A. Davis
303957,Jan Skrentny
303959,Keiko Nobumoto
303960,Éva Gárdos
303962,Michael Bacall
303963,Ashutosh Gowariker
303964,Michael Sloane
303965,Tom Savage
303966,Hironobu Sakaguchi
303968,Susan Swan
303969,Mandy Nelson
303970,John Requa
303973,Jet Li
303974,Shawn Slovo
303976,Kassim Jagmagia
303977,Laura Zigman
303978,Tracy Keenan Wynn
303979,Robert Harris
303980,Mario Giordano
303981,Satoshi Kon
303983,Stel Pavlou
303985,John Bayley
303986,Caroline Link
303987,Phil Hay
303989,Danis Tanovic
303991,Robert O'Connor
303992,Jennifer Jason Leigh
303996,Tom Butterworth
303999,Stan Seidel
304002,David L. Watts
304003,Wayne Wang
304007,Annie Proulx
304008,Elisabeth Sanxay Holding
304010,Heather Juergensen
304012,Jean-Marie Poiré
304013,Brian Koppelman
304014,Sabrina Dhawan
304015,Andrew Bovell
304016,Stephen M. Ryder
304017,DJ Pooh
304018,Adam Simon
304019,Peter Gaulke
304020,George Durham
304022,John J. Strauss
304023,Cheryl L. West
304025,Stephen Belber
304030,Osamu Tezuka
304033,John Sweet
304034,Nicole Holofcener
304035,Lucrecia Martel
304036,David Garrett
304037,Jacques Audiard
304038,Paul Germain
304039,Mitch Davis
304040,Miklos Nyiszli
304041,Paul Felopulos
304042,Sebastian Faulks
304044,Stan Lee
304046,Scott Silver
304050,Max Allan Collins
304051,Paul W.S. Anderson
304052,Jeff Nathanson
304053,Alex Garland
304054,Paulo Lins
304060,Erin Cressida Wilson
304062,Gregg Chabot
304066,Jay Cocks
304068,Douglas J. Eboch
304071,Susan Orlean
304073,Michael J. Wilson
304075,Hillary Seitz
304077,Chris Sanders
304081,Nia Vardalos
304082,Harold G. Moore
304083,Nancy M. Pimental
304085,Kurt Wimmer
304093,Mark Hanlon
304094,Brent Goldberg
304097,Marv Wolfman
304098,Hayden Herrera
304103,Feng Li
304105,Ellory Elkayem
304108,Michael Cunningham
304109,Rob Perez
304110,Mark Romanek
304111,Eli Roth
304112,Jean-Claude Brisseau
304113,David Kendall
304115,Clarence Budington Kelland
304116,Saratchandra Chatterjee
304117,James Kearns
304118,Shonda Rhimes
304119,David Benioff
304120,Alan Mak
304121,Stanislaw Lem
304122,Michael Elliot
304124,Morton S. Fine
304126,Antwone Fisher
304128,Will De Los Santos
304129,Myeong-chan Park
304131,Joseph Finder
304134,A.E.W. Mason
304135,Ernesto Foronda
304137,Louis Begley
304138,Dana Carvey
304139,Shawn Schepps
304143,Howard Swindle
304146,Natalie Babbitt
304148,Tony Gayton
304152,Lucky McKee
304153,Brandon Camp
304154,Bradley Allenstein
304155,Rebecca Wells
304156,Steven Knight
304157,Azie Faison Jr.
304159,Charles F. Bohl
304162,Jay Scherick
304165,Burr Steers
304166,Frank Cottrell Boyce
304168,Chap Taylor
304169,Janet Fitch
304170,Lucas Sussman
304171,Dave Barry
304173,Joe R. Lansdale
304175,Robert Graysmith
304176,Michael Connelly
304177,Ronald Roose
304180,Takashi Shimizu
304182,Niki Caro
304183,Doris Pilkington
304184,Greg Iles
304185,Joe Carnahan
304188,David Birke
304189,Mort Nathan
304190,Peter Mullan
304192,Gary M. Goodman
304194,Patrick McGrath
304199,David H. Steinberg
304200,Joe Jarvis
304201,Mark Perez
304202,Ronald Lang
304203,Stephen Gaghan
304204,Casey Affleck
304205,Cédric Klapisch
304207,Adam Larson Broder
304208,Temple Mathews
304209,Boris Khaimsky
304210,Mars Callahan
304211,Moshe Diamant
304213,Dashiell Hammett
304214,Jaume Balagueró
304218,Arlene Klasky
304220,Paul Greengrass
304221,Brooks Arthur
304222,Coleman Hough
304223,Brad Silberling
304225,John Scott Shepherd
304226,Jorge Saralegui
304227,Susanne Bier
304232,Paul Kimatian
304234,Ethan Canin
304236,Paul Laverty
304237,Josefina Lopez
304238,John Stainton
304240,Mike McAlary
304242,Austin Chick
304243,John Carlen
304245,Ted Elliott
304247,Court Crandall
304250,Charles Randolph
304252,Kevin Grevioux
304253,Garon Tsuchiya
304254,Sofia Coppola
304255,Larry Doyle
304256,Daniel Wallace
304258,Gilbert Adair
304259,Bong Joon Ho
304260,Andrew Stanton
304263,Catherine Hardwicke
304265,Troy Kennedy-Martin
304268,Patty Jenkins
304271,Patrick O'Brian
304272,Thomas Eidson
304273,Tommy Wiseau
304275,Robert Hamner
304277,Louis Sachar
304281,Rob Zombie
304282,Michael Cooney
304285,Charles Frazier
304286,Frank B. Gilbreth Jr.
304289,Craig Mazin
304290,Michele Alexander
304292,William Douglas-Home
304294,Lauran Paine
304295,Lawrence Konner
304299,David Berenbaum
304304,David Dorfman
304305,Chris Kentis
304307,Tracy Chevalier
304312,J. Mackye Gruber
304316,David Griffiths
304317,Eric Garcia
304318,Frances Mayes
304319,Laura Hillenbrand
304322,Alexandre Aja
304323,Dean Georgaris
304325,Joe Harris
304327,Martin Brest
304328,David Collard
304329,Cooper Layne
304333,Alfred Gough
304336,Geoff Rodkey
304339,Alonzo Brown
304340,James Cox
304343,Mark A. Altman
304344,Jeff Shaara
304345,Andre Dubus III
304346,Christian Gudegast
304347,Tom McCarthy
304348,Bernd Lichtenberg
304349,James Vanderbilt
304350,Philip Roth
304351,Ralph Sall
304352,Sebastian Gutierrez
304353,Ashley Miller
304354,Panna Rittikrai
304355,Glenn Ficarra
304356,Buzz Bissinger
304357,Susan Estelle Jansen
304358,Frank Hannah
304360,Julia Dahl
304362,Richard Jefferies
304363,Juliette Towhidi
304364,Niranjan Iyengar
304365,Eric Wald
304366,Fax Bahr
304368,Vladimir Moiseenko
304370,Roger Towne
304372,Alexander Trocchi
304373,Robert Souza
304374,Jan Guillou
304376,Sylvain Chomet
304377,Dae-woo Kim
304379,Charles B. Wessler
304380,Robert Drewe
304382,Pat Casey
304384,Stephen Fry
304385,Yann Samuell
304387,Eve Ahlert
304388,Michael Gougis
304389,Anders Thomas Jensen
304390,Alfred Cheung
304391,Harvey Pekar
304393,Fenton Bailey
304394,Jason Filardi
304397,Sandro Petraglia
304399,Doug Jung
304400,C. Jay Cox
304401,Caspian Tredwell-Owen
304402,Jesse Wigutow
304403,Laura Angelica Simon
304404,Elizabeth Hunter
304408,Karl Geurs
304411,Mark O'Rowe
304412,David Gordon Green
304413,Kim Fuller
304414,Gary Stephen Ross
304424,Carol Doyle
304425,Damian Nieman
304427,John Brownlow
304428,Kate Boutilier
304429,Diane Johnson
304430,Camille Thomasson
304432,Geoffrey Panos
304433,Hector Babenco
304435,Isabel Coixet
304436,Neve Campbell
304438,Zeke Richardson
304439,Matthew Ryan Hoge
304440,Sarah Dessen
304441,Mogens Rukov
304442,Bob Dylan
304443,Jim Adler
304444,David Wagner
304445,Alec Berg
304446,Rawson Marshall Thurber
304448,Rosalind Wiseman
304456,Brad Bird
304457,Leigh Whannell
304458,Stuart Beattie
304462,Jeff Vintar
304465,Paul Haggis
304466,Simon Pegg
304468,Helen Cross
304470,Roland Emmerich
304471,J.J. Connolly
304472,Jared Hess
304473,George Wing
304475,Bernd Eichinger
304481,Benedict Fitzgerald
304484,Will Ferrell
304485,Mort Briskin
304488,Scott Kosar
304490,Patrick Marber
304494,Michael Winterbottom
304497,George Nolfi
304498,Jon Hurwitz
304502,Rex Pickett
304504,William Blinn
304508,Shane Carruth
304509,Leigh Dunlap
304510,John Hamburg
304511,Cate Shortland
304512,Derek Drymon
304515,Keir Pearson
304516,Michael Pye
304519,Zach Braff
304521,Sarah Thorp
304525,Matt Johnson
304526,Taylor Hackford
304527,Derek Guiley
304530,Allan Knee
304533,Stephen Susco
304534,Jules Verne
304537,Chris Van Allsburg
304539,Eric Guggenheim
304540,Wayne Kramer
304542,Mark Amin
304544,Gilles Mimouni
304548,Laura Albert
304549,Dyan Sheldon
304551,Bill Cosby
304552,Kerry Conran
304553,Omar Naim
304555,Masayuki Suô
304558,Paddy Considine
304559,Paul Zbyszewski
304560,Sébastien Japrisot
304562,Lukas Heller
304563,Brian Dannelly
304564,Jim Davis
304565,Paul Weitz
304569,Ronald Everett Capps
304570,Mitch Rotter
304573,Jacob Estes
304574,Kate Gunzinger
304575,Angela Robinson
304576,Ernesto 'Che' Guevara
304580,Bo Zenga
304582,Gerry Anderson
304583,Emily Fox
304585,Matthew Faulk
304588,M.G. Sathya
304593,Steve Adams
304594,Bill Naughton
304595,Robert Grasmere
304597,Anurag Kashyap
304598,Todd R. Jones
304599,Georges Chaperot
304600,Steven Fechter
304601,Park Chan-Wook
304603,Will Finn
304605,Victor Levin
304606,Timur Bekmambetov
304609,Stephen Jeffreys
304610,Georges Bataille
304611,Chris Stokes
304613,Kevin Spacey
304614,William J. Locke
304615,Michael Clancy
304616,Dennis Gansel
304617,Alice Wu
304619,Aditya Chopra
304620,Melissa Carter
304621,Aline Brosh McKenna
304622,Lingard Jervey
304624,Joshua Marston
304627,Michael Dowse
304628,Nikolaj Arcel
304629,Javed Akhtar
304630,Farah Khan
304631,Richard Epcar
304632,Chimo
304634,Michael Genet
304635,Robin Nishi
304636,Anders Nyberg
304638,Vijay Krishna Acharya
304641,Rhett Reese
304642,Thomas Bahmann
304646,Robin Swicord
304647,Deborah Moggach
304649,Neil Marshall
304651,Frank Miller
304654,Ann Peacock
304655,Steve Faber
304656,Josh Friedman
304657,William Monahan
304658,Jamie Delano
304661,Douglas Adams
304662,Mark Frost
304663,Lexi Alexander
304665,Simon Kinberg
304667,Rob McKittrick
304670,Paul Hernandez
304672,Mark Burton
304673,Brian Nelson
304674,Ann Brashares
304676,Carl Ellsworth
304677,Charles Belden
304678,David Elliot
304679,Gy Waldron
304681,Johnny Cash
304682,Stacy Peralta
304683,Tony Kushner
304684,Brett Halliday
304685,Jeffrey Caine
304686,Thomas Lennon
304689,Kevin Bisch
304690,Neil Gaiman
304691,Stephen Chbosky
304692,Ron Mita
304697,Peter A. Dowling
304699,Kôji Suzuki
304702,Abdi Nazemian
304705,Adam 'Tex' Davis
304706,Ron Burch
304707,Cliff Hollingsworth
304708,Emma Thompson
304710,Clive Cussler
304713,Dan Gilroy
304714,Terrence Malick
304715,Rian Johnson
304716,Greg McLean
304718,Paul Harris Boardman
304720,Dave Callaham
304721,Roberto Orci
304724,Lance Khazei
304727,Ricky Blitt
304729,Michael Steinberg
304733,Ol Parker
304735,Peter Tolan
304736,Dan Futterman
304740,John J. McLaughlin
304743,Anya Kochoff
304746,Hunter Richards
304749,Tyler Perry
304751,Steve Box
304752,Jeffrey Hatcher
304753,Tom Bleecker
304754,Elizabeth Young
304755,Jason Reitman
304756,Ari Schlossberg
304761,Geoff Deane
304766,John Turturro
304767,Michael McQuown
304769,Robert Crais
304772,Terence Winter
304774,Todd Edwards
304776,Guinevere Turner
304778,Patrick Melton
304779,Mike Jefferies
304780,Mary Harron
304782,George Clooney
304784,Colin Patrick Lynch
304785,Jeff Wadlow
304786,Nick Cave
304787,Roger Donaldson
304789,Craig Brewer
304790,Richard Shepard
304791,Jennifer Weiner
304793,Kate DiCamillo
304795,Claire Cook
304796,William Rose
304797,Rebecca Miller
304799,William B. Breuer
304801,Tony Grisoni
304802,Norman Vance Jr.
304803,Elan Mastai
304804,Brent Monahan
304807,Niall Johnson
304808,Steven Gary Banks
304809,Napalee
304810,David Auburn
304812,David Schmidt
304814,Steve Conrad
304818,Eric Kripke
304819,Dirk Wittenborn
304821,Miranda July
304822,Duncan Tucker
304823,Guillermo Cabrera Infante
304826,Arie Posin
304828,George Webster
304831,Angus MacLachlan
304832,William Wisher
304833,Carlos Reygadas
304834,Jennifer Flackett
304835,John Gatins
304836,Sanjay Leela Bhansali
304838,Anonymous
304839,Christian Carion
304840,Jenny McCarthy
304841,Jonathan Safran Foer
304842,Walter Kirn
304843,Bill Wolff
304845,Chris Morgan
304847,Jonathan Nolan
304849,Zack Snyder
304855,Mel Gibson
304856,Ewan Leslie
304857,Todd Field
304861,Michael Arndt
304862,Peter Morgan
304864,Florian Henckel von Donnersmarck
304865,Robert Ben Garant
304866,Alex Kurtzman
304868,Russell Gewirtz
304870,Adam Cooper
304871,Michael Dougherty
304874,J.S. Cardone
304878,Danny McBride
304885,Jason Smilovic
304887,Shane Meadows
304888,Sean Ellis
304889,Bill Marsilii
304890,Barry Wernick
304892,Jack Black
304897,Sacha Baron Cohen
304898,John Heffernan
304900,Mark Neveldine
304901,Neil Burger
304904,Zach Helm
304905,Nick Cassavetes
304906,John Quaintance
304909,Jeff Lowell
304912,Peter Buchman
304913,Tom Eyen
304920,Sheldon Turner
304922,Yasutaka Tsutsui
304923,Dan Harmon
304925,Andrea Berloff
304926,Don Calame
304928,Allen Covert
304931,Ron L. Brinkerhoff
304932,Werner Herzog
304933,Jake Wade Wall
304938,Jeremy Garelick
304939,Guillaume Canet
304942,Iris Yamashita
304946,Tom J. Astle
304948,Richard Wenk
304949,Don Payne
304953,Steve Bencich
304955,Luke Davies
304958,Leslie Caveny
304961,William Brent Bell
304962,Tracy Letts
304963,Michael Arlen Ross
304965,Tristan Carné
304967,David Von Ancken
304968,Brad Gann
304969,Joe Forte
304971,Adam Green
304972,Jamie Linden
304975,Michelle Gallagher
304979,Captain Mauzner
304980,Doug Atchison
304981,Peter Straughan
304982,Cheryl McKay
304984,Céline Garcia
304986,David DiGilio
304987,Zhihong Bian
304988,Joachim Trier
304990,Phil Sears
304991,Sidney Lumet
304992,Michael LeSieur
304994,Ursula K. Le Guin
304997,Christopher Cleveland
304999,Goran Dukic
305000,Dan Madigan
305003,Steven Zaillian
305004,Paul Bernbaum
305005,Jean-François Halin
305006,Tina Gordon
305007,Anthony Horowitz
305008,Chris Chow
305009,Scott Glosserman
305011,Ryan Fleck
305013,Douglas McGrath
305014,Jonathan King
305015,Dianne Houston
305019,Renzil D'Silva
305020,Kevin Bernhardt
305022,Richard Maltby Jr.
305026,Ben Best
305027,Mark Polish
305028,David Nicholls
305029,Nick Guthe
305030,Todd Robinson
305031,Dito Montiel
305032,Robert Kurtz
305033,James Moran
305034,Katherine Brooks
305036,Jonathan Raymond
305042,Wil Shriner
305046,Jane Goldman
305047,Ben Affleck
305048,Christopher Landon
305050,Seth Rogen
305056,Jonathan Lemkin
305059,John Carlin
305060,Edgar Wright
305064,Diablo Cody
305065,Rowan Joffe
305068,Frank Darabont
305074,Pam Brady
305076,Jeff Stockwell
305077,Emma McLaughlin
305086,Halsted Welles
305089,Jeff Cox
305092,Steve Niles
305093,Joby Harold
305095,Jerry Seinfeld
305096,Scot Armstrong
305097,Shane Salerno
305099,Matt Greenberg
305100,Matthew Michael Carnahan
305101,Andrew Dominik
305102,Josh Stolberg
305105,Chris Weitz
305107,David Ross
305108,Nacho Vigalondo
305112,Justin Zackham
305113,Eileen Chang
305115,Oren Peli
305117,Kelly Masterson
305119,Jon Vitti
305122,Marianne Wibberley
305123,Nancy Oliver
305124,Sergio G. Sánchez
305125,Nichole Millard
305130,Mitchell Lichtenstein
305131,Dean Craig
305132,Brad Copeland
305134,Mark L. Smith
305135,Amole Gupte
305137,Todd Komarnicki
305138,Scott Wiper
305139,Will Forte
305142,John Burnham Schwartz
305145,Fernley Phillips
305149,Deborah Curtis
305154,Isabelle Sobelman
305155,John Carney
305156,Lee Anthony Smith
305159,Adrienne Shelly
305161,Carol Fuchs
305162,Kevin Munroe
305164,Jonah Markowitz
305166,Chad Gomez Creasey
305172,Adam Mazer
305173,Doug Taylor
305175,Laeta Kalogridis
305176,Ed Yeager
305178,Howard A. Rodman
305179,Ian Mackenzie Jeffers
305181,André Batista
305185,Mark Wheaton
305186,Céline Sciamma
305192,Carey W. Hayes
305193,David Kajganich
305196,Marjane Satrapi
305197,Robert Eisele
305200,Jeff Hammond
305205,Cristian Mungiu
305206,Dan Fogelman
305210,Gustin Nash
305211,Mick Davis
305213,Jez Butterworth
305215,Hideaki Anno
305216,Arif Aliev
305217,Loren Taylor
305219,Laura Kasischke
305220,Adolf Burger
305221,Jeff Nichols
305223,Jonathan Kasdan
305224,David Gilbert
305225,Imtiaz Ali
305226,Kelley Sane
305227,Kim Barker
305231,Dylan Haggerty
305233,Melisa Wallack
305234,Robert Adetuyi
305235,Deborah Kampmeier
305238,J.P. Schaefer
305240,Uwe Boll
305242,Garth Jennings
305243,Allan Loeb
305245,Melissa Rosenberg
305246,Mark Fergus
305248,Jonathan Aibel
305249,Justin Theroux
305252,Catherine Johnson
305253,Bryan Bertino
305257,Michael Brandt
305259,Justin Haythe
305262,Jason Segel
305263,Grant Nieporte
305265,Martin McDonagh
305266,Michael Patrick King
305270,Nick Schenk
305273,Mark Boal
305274,Art Monterastelli
305275,James Watkins
305277,Robert Siegel
305278,Drew Goddard
305279,J. Michael Straczynski
305280,John Glenn
305286,Vy Vincent Ngo
305287,Michael D. Weiss
305288,Ric Roman Waugh
305290,Sean Anders
305292,Andrew Adamson
305294,John Boyne
305297,John Ajvide Lindqvist
305298,Timothy Dowling
305299,Clayton Frohman
305300,Lucy Dahl
305303,Brock Norman Brock
305305,Nicholas Stoller
305315,Nick Santora
305316,Adam Sandler
305320,John Claflin
305322,Lorene Scafaria
305323,Karey Kirkpatrick
305325,Beau Thorne
305327,Dustin Lance Black
305328,Etan Cohen
305331,Jody Savin
305332,Maya Forbes
305333,Toni Ann Johnson
305335,Darren Smith
305336,Dirk Blackman
305338,David Magee
305339,Enda Walsh
305341,Diane English
305344,Matt Lopez
305346,Jeff Buhler
305347,Kristofor Brown
305348,Adam Sztykiel
305349,Dana Fox
305351,David Lindsay-Abaire
305352,Robert Knott
305353,Barry L. Levy
305355,Heidi Ferrer
305356,Robert Fyvolent
305357,John Woo
305358,Megan Holley
305362,Peter Barsocchini
305363,Jenny Lumet
305365,Duncan Brantley
305367,Henry Gilroy
305370,Michael McCullers
305371,Joseph Kwong
305372,Caroline Thompson
305373,John Erick Dowdle
305374,Jason Richman
305376,Matt Allen
305377,Elizabeth Chandler
305379,José Saramago
305381,Sharman Macdonald
305382,Shamim Sarif
305385,Roberto Saviano
305386,Mark Richard
305388,Maurice G. Dantec
305391,Jee-woon Kim
305392,Ronnie Christensen
305393,Luke Dawson
305394,Mark Bomback
305395,Piyush Mishra
305396,Olly Blackburn
305400,Frank Spotnitz
305403,Gabrielle Bell
305407,Alex Kendrick
305408,Jeffrey Nachmanoff
305409,Jordan Cahan
305410,Hu Hong
305412,Darnell Martin
305413,Tony Burgess
305415,Analisa LaBianco
305416,Ari Folman
305418,Kundô Koyama
305419,Glenn Gers
305426,Michel Gondry
305430,Art Linson
305431,Rob Greenberg
305432,Mabrouk El Mechri
305434,Chris McKenna
305435,Jonathan Levine
305438,Courtney Hunt
305439,S.R. Bindler
305440,Joel Hopkins
305443,Kent Harper
305448,David Hayter
305451,Jon Lucas
305458,Scott Neustadter
305459,Michael Robert Johnson
305460,Neill Blomkamp
305466,David Leslie Johnson-McGoldrick
305467,Rajkumar Hirani
305468,Ernest Cline
305476,Henry Selick
305477,Duncan Jones
305479,Ronan Bennett
305480,Tom Six
305482,Peter Chiarelli
305483,Jaco Van Dormael
305487,Will Gluck
305488,Efthymis Filippou
305490,Joe Penhall
305491,Shauna Cross
305492,Eduardo Sacheri
305493,Travis Milloy
305499,Adam Alleca
305502,Spike Jonze
305507,Harold Ramis
305509,Geoffrey Fletcher
305511,Phil Lord
305513,Anthony Peckham
305515,Nicole Eastman
305516,Ricky Gervais
305517,Olatunde Osunsanmi
305521,Matthew Sand
305522,Jon Ronson
305523,Chris Henchy
305524,Christopher Isherwood
305525,Philippe Diaz
305528,Jason Hall
305529,Ray Wright
305533,Eric Bress
305536,Randy T. Dinzler
305537,Michael Spierig
305538,Lynn Barber
305539,Scott Cooper
305540,Michael Berg
305542,Eric Warren Singer
305543,Craig Rosenberg
305544,Todd Farmer
305546,Tracey Jackson
305548,Pamela Pettler
305550,Vincenzo Natali
305551,Thomas Bidegain
305553,Greg DePaul
305554,Michael Ferris
305555,Nicolas Winding Refn
305558,Andrea Arnold
305559,David Bourla
305560,Agnieszka Wojtowicz-Vosloo
305563,Kevin James
305569,Émile Zola
305570,Reggie Rock Bythewood
305574,Julia Baird
305576,Jonas Frykberg
305580,William M. Finkelstein
305581,Michael Jai White
305582,Michael C. Martin
305583,Jesse Armstrong
305587,Dan Berendsen
305588,Asghar Farhadi
305590,Daniel Kunka
305593,Barbara Alberti
305594,Ti West
305597,Àlex Pastor
305598,Mike Reiss
305601,Dave Eggers
305605,Jody Hill
305607,Gary Young
305610,Scott Z. Burns
305611,John Hindman
305612,Joe Stillman
305616,Cary Joji Fukunaga
305617,Raymond De Felitta
305618,Edmonde Charles-Roux
305619,Tommy Wirkola
305620,Mamoru Hosoda
305621,Alessandro Camon
305622,Rick Jacobson
305625,Jon Hoeber
305627,Michele Mulroney
305628,Tomm Moore
305629,J Blakeson
305630,Andy Stock
305631,Zach Cregger
305634,Justin Marks
305635,Michel Franco
305637,Robert Munic
305641,Tatiana von Fürstenberg
305642,Ben Court
305651,Mark Heyman
305652,Peter Craig
305654,Rob Reiner
305657,Gareth Edwards
305661,Adam Rockoff
305667,Steve Antin
305674,Craig Titley
305675,Travis Beacham
305676,Gary Whitta
305677,Derek Cianfrance
305678,Patrick O'Neill
305679,Pete Goldfinger
305680,Danny Boyle
305682,Adam McKay
305683,Edward Kitsis
305684,Ian Deitchman
305685,Park Hoon-jung
305688,Bert V. Royal
305689,David Seidler
305692,Matthew Vaughn
305693,Alan Schoolcraft
305696,Christopher Murphey
305697,Ryan Murphy
305700,David Michôd
305701,Josh Heald
305703,Jackie Filgo
305705,Alex Litvak
305706,Chris Sparling
305707,Peter Schink
305708,Will Fetters
305712,Debra Granik
305715,Peter Allen
305716,Taika Waititi
305717,Slavomir Rawicz
305718,Bob DeRosa
305719,Eli Craig
305720,Alan R. Cohen
305725,Anna Boden
305727,Josh Klausner
305728,Christopher Markus
305730,Matt Reeves
305735,Christopher Morris
305737,Floria Sigismondi
305741,Panos Cosmatos
305743,Joshua Cordes
305744,Phra Sripariyattiweti
305746,Jeong-beom Lee
305748,André Øvredal
305749,Katherine Fugate
305750,Jose Rivera
305753,David Guion
305757,Richard Ayoade
305760,Amy Andelson
305763,Dario Poloni
