id_writer,name_w
301619,Carlos Fuentes
301621,Alan Caillou
301622,Georges Simenon
301623,Greg Taylor
301625,Elizabeth Jane Howard
301626,Neil Levy
301628,Howard Brookner
301630,Alistair MacLean
301631,Monte Merrick
301632,Scott B. Sowers
301633,Fredric Brown
301635,John Sacret Young
301636,Patrick Sheane Duncan
301637,Christopher Doherty
301638,Nancy Savoca
301640,Alan Ayckbourn
301641,Jeremy Pikser
301643,Blake Schaffer
301644,Nicholas Pileggi
301646,Philip K. Dick
301647,J.F. Lawton
301650,Michael Blake
301652,Steven E. de Souza
301654,Murray Salem
301656,Kevin Eastman
301657,Tim Burton
301658,Tom Clancy
301659,Chester Gould
301660,Oliver Sacks
301661,Margaret Atwood
301662,Barry Gifford
301665,Roald Dahl
301669,Charles Williams
301671,Scott Turow
301679,Jim Harrison
301680,William Golding
301682,Patty Dann
301685,Richard Linklater
301686,Peter Filardi
301688,William Peter Blatty
301692,Stefani Warren
301695,Scott Alexander
301696,Jim Thompson
301699,Reginald Hudlin
301700,John Fasano
301701,John A. Russo
301702,Daniel Pyne
301703,Carrie Fisher
301704,Anaïs Nin
301705,Steven McKay
301706,Allan Moyle
301708,Karin Howard
301710,Kim Henkel
301711,Alan Dershowitz
301712,Robert Martin
301713,Dennis McIntyre
301717,Michael Grais
301718,Catherine Cyran
301720,Christopher Robbins
301721,John Kostmayer
301722,Mark L. Lester
301723,David S. Goyer
301724,Glenn Savan
301725,Abbas Kiarostami
301727,Steve MacManus
301731,Philip Ridley
301732,Chuck Pfarrer
301734,Paul Bowles
301735,Jonathan Tydor
301736,Ian McEwan
301738,Karen Leigh Hopkins
301739,David Koepp
301743,Boaz Yakin
301744,Peter Weir
301745,Whit Stillman
301746,Agnieszka Holland
301749,Arthur Miller
301750,Anthony Minghella
301751,Judith Rascoe
301752,Alan Burnett
301753,John le Carré
301755,Dennis Marks
301756,Peter Viertel
301760,Jill Mazursky
301763,Bob Logan
301764,Step Tyner
301765,Charles Willeford
301766,Jim Sheridan
301769,David Thoreau
301770,Robert Resnikoff
301772,Joseph Hayes
301773,Heng Liu
301775,Charles Beaumont
301776,Claude Klotz
301777,Charlie Cohen
301779,Gary Paulsen
301780,John Cork
301781,William Harrison
301782,Edgar Allan Poe
301783,Evan S. Connell
301786,Simon Brett
301787,Sarah Bird
301788,Brian Aldiss
301789,Jonathan Lynn
301790,Edwin Torres
301791,Janet Frame
301792,Pat Barker
301795,Steven Long Mitchell
301796,Brent Maddock
301797,William Kotzwinkle
301798,Jim Allen
301799,Massimo De Rita
301800,Patrick Read Johnson
301801,Michael Lehmann
301803,James Bond III
301804,James D. Parriott
301805,Louis Nucéra
301806,Julian Mitchell
301807,Andy Ruben
301808,Olive Higgins Prouty
301813,Telsche Boorman
301815,Takeshi Kitano
301816,Nat Mauldin
301817,John Blumenthal
301818,Gideon Amir
301820,Alan Parker
301821,
301822,Joel Silberg
301823,Grant Morris
301825,Jere Cunningham
301826,Gloria Demers
301827,Mitchel Katlin
301828,Bob Greene
301829,Prince
301830,Mike Binder
301831,Martha Goldhirsh
301833,Jackson Barr
301835,Stephen Peters
301836,Mario Vargas Llosa
301837,John DeMarco
301838,Christian Vincent
301839,Haruki Kadokawa
301840,William McIlvanney
301841,Bernt Amadeus Capra
301842,Michael Verhoeven
301843,John B. Harvie
301845,Rick King
301847,J.M. Barrie
301848,John Singleton
301849,John D. MacDonald
301851,Charles Addams
301852,Callie Khouri
301853,Carlos Cuarón
301854,Pen Densham
301855,Randall Jahnson
301856,Linda Woolverton
301857,Fannie Flagg
301858,Jim Garrison
301859,Dave Stevens
301860,Laurice Elehwany
301863,Frances Goodrich
301865,Neil Landau
301866,Richard LaGravenese
301867,Alexander Lee
301868,Nancy Price
301873,Gus Van Sant
301874,Elizabeth Livingston
301876,Bruce Willis
301879,Peter Aykroyd
301880,Alvin Sargent
301881,William S. Burroughs
301885,Roddy Doyle
301886,Jenny Wingfield
301887,Krzysztof Kieslowski
301888,Thomas Lee Wright
301889,William P. Kennedy
301891,J.J. Abrams
301893,Neil B. Shulman
301894,Jean-Pierre Jeunet
301898,Claude Magnier
301901,Walter Doniger
301902,Matt Williams
301903,Stephen Glantz
301905,Don Michael Paul
301906,Betty Mahmoody
301908,Stephen Coonts
301910,Lem Dobbs
301913,Kim Wozencraft
301914,Scott Frank
301916,Hotaru Okamoto
301917,Sean Penn
301918,Flint Dille
301920,Terrence McNally
301922,Stephen Poliakoff
301930,David Stenn
301933,Jack London
301934,Peter Carey
301937,Richard Neely
301938,Tong Su
301939,Frank A. Cappello
301940,Mitchell Smith
301941,Michael Mahern
301944,Ezra Litwak
301945,Marti Leimbach
301946,Bob Comfort
301947,David Hines
301948,Peter Chelsom
301949,Jerry Sterner
301950,Lawrence J. Cohen
301956,Bobcat Goldthwait
301957,Brian Moore
301959,Lars von Trier
301960,Ed Rosenbaum
301962,Tom DiCillo
301963,Parker Bennett
301965,Robert Townsend
301966,Sooni Taraporevala
301968,Brian Hohlfeld
301969,Jean Genet
301970,Emlyn Williams
301971,Elizabeth von Arnim
301972,Enzo Monteleone
301975,David C. Wilson
301976,Carolyn Shelby
301977,Simon Moore
301978,Christopher Marlowe
301979,Robin Lyons
301980,Calder Willingham
301981,Frank Mugavero
301982,Patrick Meyers
301986,Atom Egoyan
301987,William Reilly
301988,Ziggy Steinberg
301990,Andre Norton
301992,Duncan Gibbins
301993,Chester Himes
301994,Kiyoko Murata
301996,Sara Paretsky
301997,Sam Simon
301998,Jocelyn Moorhouse
301999,Peter Matthiessen
302001,Sarah Kernochan
302003,Irwin Winkler
302004,Joyce Selznick
302006,Pascal Quignard
302008,Jim Strain
302009,Tony Spiridakis
302010,Pierre Boileau
302012,Michael Mewshaw
302013,Pam Gibson
302014,Max Dann
302016,Frank Pesce
302018,Julie Dash
302019,Malia Scotch Marmo
302020,Alfonso Cuarón
302021,Sidney J. Furie
302024,Gustave Flaubert
302025,Nicholas Meyer
302028,Bill Jesse
302029,Michael Lindsay-Hogg
302031,Max Frisch
302032,Radha Bharadwaj
302033,Avi Nesher
302034,Robert Boswell
302035,John Brancato
302036,Maurice Pialat
302037,Mark Andrus
302038,Álvaro del Amo
302039,Roberto Benigni
302040,Richard Harris
302044,Quentin Tarantino
302048,James Fenimore Cooper
302049,Bram Stoker
302051,Aaron Sorkin
302052,Kim Wilson
302054,Giovanni Arpino
302056,Steven Brill
302057,Ron Clements
302058,Paul Rudnick
302061,Bob Dolman
302066,John Lutz
302069,Mike Myers
302071,Norman Maclean
302075,Richard Rothstein
302076,Joss Whedon
302078,David Robinson
302079,Marguerite Duras
302081,Amanda Silver
302082,Bob Tzudiker
302083,Alex Haley
302085,Stephen Sinclair
302086,Melissa Goddard
302090,George Zaloom
302094,Robert Rodriguez
302095,Pascal Bruckner
302096,Richard Outten
302097,Zoë Lund
302100,Mark Stein
302103,Ernest R. Dickerson
302106,Rémy Belvaux
302107,Kenny Kim
302109,Brad Mirman
302111,John Dwyer
302112,Tony Gilroy
302114,Cuca Canals
302115,A L Katz
302116,Curtis Burch
302117,David Mickey Evans
302118,Baz Luhrmann
302120,Virginia Woolf
302122,Gary Scott Thompson
302125,Geoffrey Wright
302126,Rose Bosch
302127,Rex McGee
302128,Barry W. Blaustein
302129,Bryce Courtenay
302130,Manny Coto
302131,Lou Illar
302135,Blake Snyder
302136,Michael Wolk
302137,George Putnam
302138,George Miller
302139,Robert Berger
302140,Billy Bob Thornton
302141,Tom S. Parker
302143,Troy Neighbors
302144,Rodolfo Sonego
302146,Edward Tang
302148,Robin Harris
302149,H.F. Saint
302150,Rita Rudner
302151,Robert Sheckley
302152,Laura Esquivel
302153,Janus Cercone
302156,Leonard Wise
302157,Erik Orsenna
302158,Rebecca Charles
302161,Damon Wayans
302163,Bob Gale
302165,Cindy Cirile
302166,Jeff Benjamin
302167,Laura Ziskin
302168,Stephen Milburn Anderson
302170,Claude Sautet
302171,Ryû Murakami
302172,Theo Pelletier
302174,Jing Wong
302175,Scott Sommer
302176,Graham Swift
302177,Marty Kaplan
302179,Rafael Azcona
302180,Tom Kalin
302184,Tim Robbins
302185,Mbongeni Ngema
302186,Don Bloch
302187,Sollace Mitchell
302189,Michael Hitchcock
302191,Alice McDermott
302192,Allison Anders
302193,Peter Silverman
302195,Arnaud Desplechin
302197,Nicole Conn
302201,Ron Cutler
302202,Oscar Hijuelos
302205,Dominique Lapierre
302207,Ming-liang Tsai
302208,Don Roos
302209,Billy Crystal
302210,Barry Wong
302212,Gregg Araki
302214,Matthew Bright
302216,Jean-Claude Lauzon
302217,Gerald Kersh
302219,Anthony Drazan
302220,Friedrich Dürrenmatt
302222,Carole Eastman
302223,Nick Gomez
302224,Pat Proft
302225,Daniel Goldin
302226,Shin'ya Tsukamoto
302227,Jim Piddock
302228,Frank Galbally
302229,Mike Snyder
302230,Louis Nowra
302234,Meg Wolitzer
302235,Barry Primus
302237,Mark Herman
302238,Ed Solomon
302239,Colin Nutley
302241,Tin-suen Chan
302242,Jacques Dorfmann
302243,Grace Cary Bickley
302248,Thomas Keneally
302251,J.D. Shapiro
302252,Chazz Palminteri
302253,Peter Hedges
302254,David Kirschner
302256,Anne Fine
302257,Jeb Stuart
302258,Peter M. Lenkov
302259,Hank Ketcham
302260,Ebbe Roe Smith
302261,John Grisham
302263,Zak Penn
302265,Danny Rubin
302268,Jeff Arch
302269,John Long
302270,Jane Campion
302272,Sam Harper
302273,Ross Thomas
302274,Gerry Conlon
302275,Piers Paul Read
302277,Jack Engelhard
302278,Jeff Maguire
302279,Edith Wharton
302280,Allen Hughes
302281,Michael Shaara
302282,Alexandre Dumas
302283,Sheila Burnford
302284,Frances Hodgson Burnett
302285,Keith Walker
302287,Kazuo Ishiguro
302289,Travis Walton
302290,Lynn Siefert
302292,Stephen Levy
302293,Barry Berman
302296,Tom Davis
302297,Robbie Fox
302300,Alan Shapiro
302301,Don Holley
302302,Tobias Wolff
302304,Mark Steven Johnson
302305,John Lee Hancock
302306,Mark Jones
302308,Tina Turner
302309,Raymond Carver
302310,Patrick J. Clifton
302312,John Penney
302313,Fred Waitzkin
302314,Jay Huguely
302317,Paul Henning
302319,Roger Avary
302320,Guillermo del Toro
302324,Philippe Caland
302325,Hilary Henkin
302330,Jürgen Büscher
302331,Bill Apablasa
302332,Carol Heikkinen
302333,Tim Krabbé
302334,Isabel Allende
302335,Ian Abrams
302336,Bernardo Bertolucci
302337,Robert Clouse
302339,Amy Tan
302341,Tom Sierchio
302343,Tim Burns
302344,Jonathan Marc Feldman
302345,Gregory Hansen
302347,Jane Austen
302348,John Guare
302349,Isabelle Holland
302350,Pik-Wah Lee
302351,Michael Frost Beckner
302352,Lewis Colick
302353,William Nicholson
302354,David Atkins
302356,A.E. Hotchner
302362,Rafael Yglesias
302366,Christian Clavier
302367,Mark Twain
302368,Marcia Brandwynne
302370,David Henry Hwang
302377,David O'Malley
302378,Chris Rock
302379,Paul W. Shapiro
302380,Le Ly Hayslip
302382,Rae Lambert
302383,Sy Richardson
302385,Daniel Vigne
302386,Tom Robbins
302387,Marc Lawrence
302388,Max Strom
302389,Richard Williams
302390,Dean Lorey
302391,Kevin Rock
302392,Anh Hung Tran
302394,Jan Sharp
302395,Tan Cheung
302397,Desmond Lowden
302398,Alex S. Kim
302402,Christopher Coppola
302406,Ang Lee
302408,Patrick Hasburgh
302409,Scott McGehee
302410,Dana Stevens
302411,Howard Frank Mosher
302412,Barry Michael Cooper
302413,John Lafia
302415,John Brosnan
302416,Amy Schor Ferris
302417,Arne Olsen
302418,Ishirô Honda
302419,Nanni Moretti
302420,Dan McCall
302421,Mark Bowden
302422,Daniel Algrant
302423,Maurice Richlin
302424,Tin Nam Chun
302426,Roger Hedden
302427,Michael Lessac
302428,Gurinder Chadha
302431,Eric Idle
302432,Garson Kanin
302433,Bernard Taylor
302434,Susan Cooper
302435,Wallace C. Bennett
302437,Rusty Cundieff
302438,Chuck Hughes
302440,Mary McGarry Morris
302442,Richard Nelson
302443,Warren Leight
302446,Winston Groom
302448,Claude Zidi
302449,Irene Mecchi
302450,Michael Fallon
302451,Graham Yost
302452,Dean Devlin
302453,Penelope Spheeris
302454,Peter Farrelly
302455,Susan Shilliday
302457,James O'Barr
302458,Anne Rice
302461,Jack Bernstein
302462,Louisa May Alcott
302464,Kar-Wai Wong
302467,Fran Walsh
302468,Kevin Smith
302469,Andrew Kurtzman
302470,Roy Huggins
302472,Steve Barancik
302473,Stephan Elliott
302474,James Ferguson
302475,Rudolph Grey
302478,Dorothy Kingsley
302479,Michael De Luca
302482,Helen Childress
302489,Denis O'Neill
302490,Rich Wilkes
302493,John Rice
302494,Billy Ray
302495,Alan Zweibel
302496,P.J. Hogan
302499,Jane Anderson
302500,Diane Drake
302501,Riwia Brown
302503,Mary Shelley
302505,Rudyard Kipling
302507,Mark Verheiden
302508,Leo Benvenuti
302509,John Shirley
302511,John Hodge
302513,Albert S. Ruddy
302514,Walter B. Gibson
302516,Rama Laurie Stagner
302517,Paul Attanasio
302518,Eric Bernt
302520,Mark Handley
302523,Joe Batteer
302526,Claude Chabrol
302527,Lord Byron
302529,William Porter
302531,Paul Dini
302532,Ariel Dorfman
302533,Adam Leff
302534,Antonio Skármeta
302538,Richard Russo
302539,Matthew Carlson
302540,Rosalie K. Fry
302541,Jeff Pollack
302545,Gregory K. Pincus
302546,Ed Horowitz
302550,Joie Lee
302551,David O. Russell
302554,Wendy Kesselman
302555,Valentine Davies
302556,Richard Rich
302558,Kathy McWorter
302559,Adam Rifkin
302560,John Mattson
302561,Jim Burnstein
302562,Andrew Wellman
302563,Bobby Smith Jr.
302564,Bernard Rose
302567,Robert C. Thompson
302568,Richard Herley
302569,T. Coraghessan Boyle
302570,Harry Goodridge
302572,Tiziano Sclavi
302573,Stephen Norrington
302574,Louis Cha
302575,Brian Owens
302576,Chris Elliott
302578,Anna Sewell
302579,John Michael Hayes
302580,Tony Griffin
302582,Wei Lu
302587,Jessie Nelson
302588,Marie Weiss
302590,Sang-ok Shin
302591,Julia Sweeney
302592,Sara Parriott
302595,Roy Carlson
302596,Bernie Somers
302597,James Gray
302598,Eric Knight
302599,Franco Amurri
302601,Robert A. Heinlein
302602,Roger Angell
302603,Iain Softley
302605,Mildred Cram
302607,Akiva Goldsman
302609,Max Apple
302610,Duane Dell'Amico
302615,George Huang
302618,Tom Chaney
302620,Nancy Brelis
302621,George Eliot
302622,Andrée Corbiau
302623,Jimmy McGovern
302626,Milcho Manchevski
302627,Nikita Mikhalkov
302628,Louis Pergaud
302630,David Stevens
302632,Trey Ellis
302635,David Weisberg
302636,Michael Hastings
302637,Darlene Craviotto
302640,Jesse Hartman
302642,Terence Rattigan
302643,Al Stump
302644,Michael Mann
302646,Andrew Kevin Walker
302647,Randall Wallace
302648,Jim Lovell
302649,Christopher McQuarrie
302650,Jonathan Hensleigh
302654,Harmony Korine
302655,John Lasseter
302658,Ed Boon
302660,Chris Marker
302661,John O'Brien
302664,Ice Cube
302666,Peter Rader
302667,Jim Carroll
302669,Tim Herlihy
302670,John Kamps
302671,Ian Fleming
302673,Laurence Dworet
302677,Rafael Moreu
302678,Mathieu Kassovitz
302679,Joseph Oriolo
302680,Douglas Carter Beane
302681,Judd Apatow
302682,Alan Martin
302683,I. Marlene King
302684,Carl Binder
302685,Jymn Magon
302686,LouAnne Johnson
302688,Joyce Maynard
302689,Samuel A. Taylor
302690,Shirow Masamune
302691,Daniel G. Sullivan
302693,Bonnie Turner
302694,Dick King-Smith
302695,Helen Prejean
302696,Sherwood Schwartz
302697,William Gibson
302702,John Wagner
302703,Gilles Adrien
302705,Joe Connelly
302706,Victor Salva
302709,Richard Hatem
302718,Holly Goldberg Sloan
302720,Debra Hill
302721,Albert Hackett
302722,Lilly Wachowski
302725,Deborah Dean Davis
302726,Alan Sharp
302728,Ann M. Martin
302729,Terry McMillan
302730,Todd Solondz
302731,Lynne Reid Banks
302733,Walter Mosley
302734,Whitney Otto
302735,Noah Baumbach
302736,Ethan Reiff
302741,John Wyndham
302742,Peter Dexter
302746,Doug Richardson
302749,David E. Peckinpah
302750,Stephen J. Rivele
302752,Patricia Rozema
302753,Dusan Kovacevic
302755,Cliff Ruby
302759,Nathaniel Hawthorne
302761,Roger Kumble
302763,Scott Rosenberg
302765,Patrick Braoudé
302766,Todd Haynes
302767,Karen Elise Baldwin
302768,Andrew Davies
302769,Michael Moore
302773,Ian McKellen
302774,Jorge Guerricaechevarría
302775,Michael Part
302776,Oliver Parker
302777,Barry Glasser
302779,Paul Auster
302782,Eleazar Lipsky
302784,James Mangold
302785,Chris Radant
302786,A.S. Byatt
302787,Robert Kuhn
302788,Jean Giono
302790,Paula Milne
302792,Rose Tremain
302793,Tonino Guerra
302794,Gregory Nava
302795,Edward Burns
302796,Dan Rosen
302797,John Jordan
302798,Ruth Rendell
302801,Ifor David Monger
302802,Tim Sullivan
302805,Gary David Goldberg
302806,Tobe Hooper
302808,Chris Crutcher
302809,Harry Birckmayer
302810,James Morris
302811,Seth Margolis
302812,Don Tracy
302813,Rachel Koretsky
302814,James Herbert
302815,Michael J. Di Gaetano
302818,Barbara Turner
302821,Lewis A. Green
302822,Aaron Norris
302823,Maria Maggenti
302824,Barbara Williams
302826,Beryl Bainbridge
302827,Theodoros Angelopoulos
302828,David Price
302831,Phillip Borsos
302834,Jérôme Beaujour
302835,Rick Stevenson
302836,David Frankel
302837,Marleen Gorris
302838,James Hadley Chase
302840,John Wilcox
302841,Jacques Fieschi
302842,Preston A. Whitmore II
302843,Melvin Van Peebles
302847,Kevin Williamson
302848,Lorenzo Carcaterra
302849,Robert Kurtzman
302851,Bruce Geller
302853,Irvine Welsh
302856,Dodie Smith
302857,J.G. Ballard
302863,Len Brown
302864,Michael Ondaatje
302867,Owen Wilson
302871,André Cayatte
302873,Tom Hanks
302874,H.G. Wells
302875,Barry Fanaro
302878,Tony Puryear
302879,Carl Hiaasen
302881,Jon Favreau
302884,Lou Holtz Jr.
302885,Shawn Wayans
302887,Paul Thomas Anderson
302888,Jerry Lewis
302890,Stanley Tucci
302893,Olivia Goldsmith
302894,Takashi Bufford
302899,James DeMonaco
302900,Charles Gieg Jr.
302904,Arne Schmidt
302905,Helena Kriel
302907,Jens Dahl
302910,Leslie Bohem
302911,Ryûzô Kikushima
302913,Cyril Hume
302914,Mike Judge
302915,Bill Lishman
302916,John Norville
302917,Chris Warner
302919,Lee Falk
302920,Peter Abrahams
302921,Erika Holzer
302923,Steve Buscemi
302926,Paul Michael Glaser
302930,Randy Kornfield
302933,Jan Sardi
302934,Fred Wolf
302939,Gerald Di Pego
302940,Louise Fitzhugh
302941,Ricou Browning
302942,Tim Rice
302944,William M. Gaines
302945,Jason Friedberg
302946,Roy Frumkes
302947,Scott McPherson
302948,Chris Miller
302953,Lech Majewski
302954,Frank Dux
302955,Robert Louis Stevenson
302957,Lisa Krueger
302958,Jonathan Harvey
302960,Nick Villiers
302961,Hossein Amini
302963,Larry Bishop
302964,Olivier Assayas
302965,Cornell Woolrich
302968,Kevin Brodbin
302969,Joan Didion
302970,George Dawes Green
302972,Chris Hauty
302973,John Payson
302976,Robert Nathan
302977,Charlotte Brontë
302978,Eric Schaeffer
302979,Eric Bogosian
302980,Greg Mellott
302981,Wayne Smith
302982,John Hopkins
302983,Don Rhymer
302984,Greg Mottola
302985,Rosellen Brown
302986,Alexander Payne
302987,Michael Palmer
302988,Louise J. Kaplan
302989,Martin Lawrence
302990,Angus Fraser
302991,Audrey Wells
302992,Novalyne Price Ellis
302994,Michael Goldenberg
302995,Jason Katims
302996,Farhad Mann
302998,Reb Braddock
302999,Tim Kelleher
303001,Steven Baigelman
303002,Sei Shonagon
303003,Sherry Mills
303004,Ken Lipper
303006,Tony Hendra
303008,Valerie Martin
303009,E. Jack Kaplan
303010,Nat Hiken
303011,James Lee Burke
303012,Edward Pomerantz
303013,Jeremiah Newton
303014,Charles Leavitt
303016,Suzan-Lori Parks
303018,Roy Blount Jr.
303019,Eirik Ildahl
303020,Denis Leary
303021,James Marshall
303023,Norm Hiscock
303024,David Zucker
303027,Andy Burg
303028,Daniel Defoe
303029,Jenaro Prieto
303030,Phyllis Reynolds Naylor
303031,Henry S. Villard
303032,Arianna Huffington
303036,Richard Feynman
303037,Bill Geddie
303038,Jeff Schechter
303039,Cleveland O'Neal III
303040,Steven Haft
303043,Ken Richards
303049,Vladimir Nabokov
303050,Matt Damon
303052,Andrew Neiderman
303056,Vincenzo Cerami
303057,James V. Hart
303058,Lowell Cunningham
303060,Andrew W. Marlowe
303062,Philip Eisner
303068,Mike Werb
303070,Andrew Niccol
303072,Lois Duncan
303074,André Bijelic
303075,Paul Guay
303076,Joseph D. Pistone
303077,Jay Ward
303078,Susan Gauthier
303079,Joan Taylor
303080,John Berendt
303081,Dan Schneider
303082,Sadayuki Murai
303085,Hans Bauer
303086,Bruce Feirstein
303088,Leslie Charteris
303090,Simon Beaufoy
303091,Todd McFarlane
303093,Heinrich Harrer
303099,John Ridley
303100,Brian Helgeland
303101,Jonathan Mostow
303102,Danielle Alexandra
303103,Kenneth Ross
303104,James Patterson
303105,Elisa Bell
303108,David Brin
303109,Donald A. Wollheim
303111,Tom Jankiewicz
303113,Spice Girls
303116,Mary Norton
303117,Leslie Cockburn
303118,Jerome Armstrong
303119,Jill Sprecher
303120,Lance Young
303122,Sue Miller
303123,Alejandro Amenábar
303125,Wayne Beach
303126,Samuel W. Taylor
303127,Trey Parker
303128,Rick Moody
303129,George Tillman Jr.
303130,Majid Majidi
303132,Douglas Preston
303134,Rowan Atkinson
303135,Larry Beinhart
303137,David Baldacci
303139,Hervé Palud
303140,Troy Byer
303141,Howard Stern
303143,Arleen Sorkin
303145,Russell Banks
303146,Oren Aviv
303148,David Michael Wieger
303149,Steve Oedekerk
303150,Louise Simonson
303151,Kasi Lemmons
303153,Kiyoshi Kurosawa
303156,Kevin DiCicco
303158,Jana Howington
303159,Santo Cilauro
303160,Shuki Levy
303161,Gregory Poirier
303162,Robert Gordon
303164,Robert King
303166,Theodore Witcher
303167,Jane Smiley
303169,Chris Brancato
303170,Max D. Adams
303171,Nick Hornby
303172,Robert Farrar
303173,Todd Graff
303174,Josh McKinney
303175,Ken Solarz
303176,Martin Sherman
303177,Scott Yagemann
303178,Jeremy Brock
303182,Nikolaj Frobenius
303184,Ole Bornedal
303188,David Bar Katz
303190,Michael Vickerman
303191,Vondie Curtis-Hall
303192,Albert Ash
303193,Robert Duvall
303194,James F. Robinson
303195,Fibe Ma
303196,Gordon Gordon
303197,Lev Tolstoy
303198,Victor Nunez
303199,Steve James
303200,Mark Dindal
303201,Jonathan Brett
303203,David Giles
303207,Naomi Wallace
303210,Thomas Jahn
303211,Wendy MacLeod
303212,John Cassavetes
303213,Kevin Allen
303214,Bob Mosher
303215,Jeff Rothberg
303216,Dan Wakefield
303218,Bob Koherr
303219,Neal Cassady
303220,Robert Nelson Jacobs
303225,Christopher Reed
303230,Michael Davis
303231,Michael Nicholson
303232,Joseph Conrad
303233,Mark Haskell Smith
303234,Neil LaBute
303235,Robert Downey Sr.
303236,Mark Brown
303237,John Patrick Kelley
303239,Peter Crabbe
303240,Laura Jones
303241,Peter Høeg
303242,Sara Bernstein
303243,Greg Dinner
303245,Robert Rodat
303246,David McKenna
303247,Guy Ritchie
303250,David Levien
303251,Erich Kästner
303255,Ron Osborn
303256,Ross LaManna
303259,Ed Decter
303260,David Wechter
303263,Robert D. San Souci
303265,James Jones
303267,Miklós László
303269,Wes Anderson
303270,Johnston McCulley
303271,Frederick Knott
303272,Alex Proyas
303273,Susannah Grant
303275,Marc Norman
303276,Deborah Kaplan
303277,Gavin Scott
303279,Philip LaZebnik
303280,Gigi Levangie
303282,Bill Kelly
303285,David Marconi
303286,Thomas Vinterberg
303287,Silvio Horta
303289,J.D. Zeik
303290,Irwin Allen
303292,Darren Aronofsky
303293,Nick Evans
303295,Patch Adams
303298,Michael Browning
303299,Stephen Sommers
303301,Michael Hirst
303303,Mark Christopher
303304,Steven Rogers
303305,Peter Howitt
303306,Vincent Gallo
303307,Robert Bloch
303310,Ryne Douglas Pearson
303311,Tom Tykwer
303313,Dave Chappelle
303315,Todd Alcott
303316,Scott B. Smith
303317,John Steakley
303318,James Lyons
303319,Christopher Nolan
303320,Gaspar Noé
303322,Sydney Newman
303323,Alessandro Baricco
303325,Lawrence Wright
303326,Karan Johar
303328,Steve Koren
303329,Tina Andrews
303330,Chris Carter
303332,Jeffrey Falcon
303333,Cédric Kahn
303334,James Merendino
303335,Ken Sanzel
303337,Paul Mayersberg
303339,Frank Sebastiano
303341,Hugh Lofting
303344,Peter Berg
303345,Ludwig Bemelmans
303347,Ben Ramsey
303349,Christopher Bram
303350,Don McKellar
303351,Merian C. Cooper
303352,Stephen McCauley
303354,Satoshi Tajiri
303355,Anthony Bodden
303356,Victor Hugo
303357,Kirk Jones
303360,Joe Klein
303361,Vera Chapman
303362,Lukas Moodysson
303365,Rodman Philbrick
303370,Skip Woods
303371,Gordan Mihic
303372,Daryl Matthews
303374,Jonathan Darby
303376,Mark Nutter
303378,Lisa Cholodenko
303379,Jonathan Harr
303380,Willard Carroll
303381,David N. Weiss
303383,Anthony Abrams
303384,Greg Erb
303385,William Mickelberry
303386,Margaret Rosenthal
303387,Claude Stanush
303388,Marcos Bernstein
303391,M. Night Shyamalan
303392,Pierre Jolivet
303394,David Klass
303395,Eoin McNamee
303396,Esther Freud
303398,Sherman Alexie
303399,Toni Morrison
303400,Sean McNamara
303401,Julio Medem
303402,Anna Quindlen
303403,Chris Soth
303404,Tamara Jenkins
303406,Dee Snider
303409,Hirokazu Koreeda
303410,Stephen White
303411,Jerry Stahl
303412,Jim Herzfeld
303414,Robert Orr
303415,Jim Cartwright
303417,Yasutaka Itô
303418,Clare Peploe
303419,Matthew L. Healy
303421,Tom Nursall
303422,Todd Stephens
303424,Jon Bernstein
303427,Eddie Little
303428,James Frey
303429,Michael Grant Jaffe
303430,Larry David
303432,Angela Huth
303434,Mark Evan Schwartz
303437,Jake Kasdan
303438,Frank Parkin
303439,Tony Cinciripini
303440,Jonah Raskin
303441,David Rabe
303442,Vince Gilligan
303445,Chuck Palahniuk
303446,Patricia Highsmith
303449,Adam Herz
303451,Alan Ball
303453,Karen McCullah
303457,David Howard
303460,Daniel Myrick
303461,Jeffrey Eugenides
303463,Susanna Kaysen
303464,E.B. White
303465,Duncan Kennedy
303466,Troy Duffy
303467,W. Peter Iliff
303468,R. Lee Fleming Jr.
303469,Washington Irving
303470,David E. Kelley
303474,Tom Perrotta
303475,Charlie Kaufman
303476,Tim McCanlies
303477,Neal Purvis
303481,Steve Franks
303482,Arturo Pérez-Reverte
303484,Marie Brenner
303485,Harris Goldberg
303487,Robert Ramsey
303489,Alan Trustman
303490,Lona Williams
303491,Kimberly Peirce
303493,Robb White
303494,Brian Peterson
303495,Abby Kohn
303496,Darren Stein
303497,Jeffery Deaver
303499,Pamela Gray
303502,Homer H. Hickam Jr.
303503,David Self
303508,John August
303509,Donald E. Westlake
303511,John Roach
303512,Terri Hughes Burton
303514,Carl V. Dupré
303515,Nelson DeMille
303518,Lynne Ramsay
303519,Ted Griffin
303526,Isaac Asimov
303527,Josann McGibbon
303528,Daniel F. Galouye
303529,Andy Heyward
303530,Ehren Kruger
303531,Rubin 'Hurricane' Carter
303533,Todd Strasser
303534,Michael Berry
303536,Nicholas Sparks
303537,Tom Lazarus
303539,Alexandra Rose
303540,Kenneth Lonergan
303541,Justin Kerrigan
303542,Adam Fields
303543,Anna Campion
303545,Molly Shannon
303546,Malcolm D. Lee
303548,Alexander Stuart
303549,Andrew Klavan
303552,Peggy Thompson
303554,Frank McCourt
303556,Anna Leonowens
303557,Bruno Dumont
