id_director,name_d
102729,Forest Whitaker
102730,Todd Solondz
102735,Noah Baumbach
102752,Patricia Rozema
102755,Simon Wells
102757,Andrew Sipes
102761,Kelly Makin
102763,Gary Fleder
102769,Michael Moore
102770,Christian Duguay
102774,Álex de la Iglesia
102776,Oliver Parker
102777,Kevin James Dobson
102784,James Mangold
102786,Philip Haas
102787,Peter Horton
102791,J.F. Lawton
102793,Michelangelo Antonioni
102794,Gregory Nava
102795,Edward Burns
102796,Stacy Title
102800,Tab Murphy
102801,Christopher Monger
102802,Tim Sullivan
102804,Paul Auster
102807,Christopher Ashley
102809,Daisy von Scherler Mayer
102814,Carlo Carlei
102817,Jafar Panahi
102820,Desmond Nakano
102821,Peter Hall
102823,Maria Maggenti
102824,John Fortenberry
102827,Theodoros Angelopoulos
102834,Benoît Jacquot
102835,Rick Stevenson
102836,David Frankel
102837,Marleen Gorris
102838,Clare Peploe
102842,Preston A. Whitmore II
102862,Gregory Hoblit
102867,Wes Anderson
102869,Lana Wachowski
102870,Billy Bob Thornton
102873,Tom Hanks
102875,Bobby Farrelly
102880,Jonathan Frakes
102881,Doug Liman
102885,Paris Barclay
102887,Paul Thomas Anderson
102890,Campbell Scott
102897,Stuart Baird
102898,Jason Bloom
102903,Douglas McGrath
102907,Nicolas Winding Refn
102912,David Twohy
102917,David Hogan
102923,Steve Buscemi
102925,Matthew Bright
102933,Scott Hicks
102940,Bronwen Hughes
102944,Gilbert Adler
102945,Rick Friedberg
102947,Jerry Zaks
102951,Arlene Sanford
102952,Tim Pope
102953,Julian Schnabel
102954,Jean-Claude Van Damme
102957,Lisa Krueger
102958,Hettie Macdonald
102961,Michael Winterbottom
102963,Larry Bishop
102964,Olivier Assayas
102967,Annette Haywood-Carter
102968,John Gray
102972,David R. Ellis
102973,John Payson
102978,Eric Schaeffer
102984,Greg Mottola
102986,Alexander Payne
102988,Susan Streitfeld
102989,Martin Lawrence
102990,Lynne Stopkewich
102992,Dan Ireland
102994,Michael Goldenberg
102995,Matt Reeves
102996,Farhad Mann
102998,Reb Braddock
103001,Steven Baigelman
103013,Mary Harron
103015,Larry Leker
103017,Robert Harling
103019,Jim Wilson
103020,Bill Bennett
103030,Dale Rosenbloom
103036,Matthew Broderick
103038,Alan Mehrez
103039,Doug Ellin
103042,Tom DeCerchio
103043,Bill Couturié
103048,Jay Roach
103053,Simon West
103059,Raja Gosnell
103070,Andrew Niccol
103072,Jim Gillespie
103073,Jean-Pierre Jeunet
103074,Vincenzo Natali
103081,Brian Robbins
103082,Satoshi Kon
103090,Peter Cattaneo
103091,Mark A.Z. Dippé
103092,David Mirkin
103095,Harmony Korine
103101,Jonathan Mostow
103105,Stephen Kessler
103112,John R. Leonetti
103113,Bob Spiers
103117,Mimi Leder
103119,Jill Sprecher
103120,Lance Young
103121,Gore Verbinski
103123,Alejandro Amenábar
103127,Trey Parker
103129,George Tillman Jr.
103130,Majid Majidi
103133,Anthony Waller
103138,Robert Kurtzman
103144,Brett Ratner
103147,Jeb Stuart
103151,Kasi Lemmons
103153,Kiyoshi Kurosawa
103155,Félix Enríquez Alcalá
103157,Don Roos
103159,Rob Sitch
103160,Shuki Levy
103162,Griffin Dunne
103166,Theodore Witcher
103171,David Evans
103174,Peter O'Fallon
103176,Sean Mathias
103182,Erik Skjoldbjærg
103184,Ole Bornedal
103185,Mark Pavia
103186,John Nicolella
103188,Paul Miller
103190,Ronny Yu
103191,Vondie Curtis-Hall
103193,Robert Duvall
103194,James F. Robinson
103195,Sammo Kam-Bo Hung
103199,Steve James
103200,Mark Dindal
103209,Sam Pillsbury
103210,Thomas Jahn
103211,Mark Waters
103212,Nick Cassavetes
103213,Kevin Allen
103214,Andy Cadiff
103216,Mark Pellington
103218,Bob Koherr
103219,Stephen Kay
103224,Tom Schulman
103226,William Nicholson
103230,Michael Davis
103233,Andy Wilson
103234,Neil LaBute
103235,Robert Downey Sr.
103236,Lionel C. Martin
103237,John Patrick Kelley
103246,Tony Kaye
103247,Guy Ritchie
103251,Nancy Meyers
103254,Frank Coraci
103263,Tony Bancroft
103265,Terrence Malick
103266,Gary Ross
103276,Harry Elfont
103279,Brenda Chapman
103284,Randall Wallace
103286,Thomas Vinterberg
103287,Jamie Blanks
103292,Darren Aronofsky
103301,Shekhar Kapur
103303,Mark Christopher
103305,Peter Howitt
103306,Vincent Gallo
103309,David Nutter
103311,Tom Tykwer
103315,Eric Darnell
103319,Christopher Nolan
103320,Gaspar Noé
103326,Karan Johar
103332,Lance Mungia
103333,Cédric Kahn
103334,James Merendino
103335,Antoine Fuqua
103336,Gérard Pirès
103339,Bob Saget
103344,Peter Berg
103350,François Girard
103354,Kunihiko Yuyama
103355,Hype Williams
103357,Kirk Jones
103361,Frederik Du Chau
103362,Lukas Moodysson
103364,Sarah Kernochan
103366,Pat Proft
103368,Mark Steven Johnson
103370,Skip Woods
103373,Troy Miller
103374,Jonathan Darby
103375,Kevin Rodney Sullivan
103377,John Warren
103378,Lisa Cholodenko
103380,Willard Carroll
103381,Igor Kovalyov
103382,Ice Cube
103383,Alan Cohn
103388,Walter Salles
103391,M. Night Shyamalan
103398,Chris Eyre
103400,Sean McNamara
103401,Julio Medem
103403,Dean Semler
103404,Tamara Jenkins
103406,John Pieplow
103409,Hirokazu Koreeda
103410,Steve Gomer
103411,David Veloz
103412,Steve Boyum
103414,Predrag Antonijevic
103417,Hirotsugu Kawasaki
103419,David Dobkin
103422,David Moreton
103424,Neil Abramson
103426,Paul McGuigan
103430,Larry David
103433,Nicole Garcia
103434,Rodney Gibbons
103437,Jake Kasdan
103439,Tony Cinciripini
103442,Dean Parisot
103443,Joe Gayton
103449,Paul Weitz
103451,Sam Mendes
103452,George Lucas
103453,Gil Junger
103456,Mike Judge
103458,Roger Michell
103459,Roger Kumble
103460,Daniel Myrick
103461,Sofia Coppola
103464,Rob Minkoff
103466,Troy Duffy
103468,Robert Iscove
103473,Chris Buck
103475,Spike Jonze
103476,Brad Bird
103479,Kinka Usher
103485,Mike Mitchell
103490,Michael Patrick Jann
103491,Kimberly Peirce
103494,Jamie Babbit
103496,Darren Stein
103499,Tony Goldwyn
103509,Brian Helgeland
103518,Lynne Ramsay
103522,David Koepp
103525,Kevin Williamson
103528,Josef Rusnak
103533,John Schultz
103541,Justin Kerrigan
103544,John Bruno
103545,Bruce McCulloch
103546,Malcolm D. Lee
103548,Tim Roth
103550,Julie Taymor
103552,Anne Wheeler
103553,Michael Cristofer
103555,Mic Rodgers
103557,Bruno Dumont
103565,Risa Bramon Garcia
103570,Claude Zidi
103573,Rand Ravich
103574,Tim Hill
103577,Rick Famuyiwa
103579,Jeff Franklin
103581,Gary Halvorson
103587,Michael Corrente
103589,Mark Tarlov
103590,Takao Okawara
103592,Damien O'Donnell
103593,Michael Haigney
103595,Louis Morneau
103598,Colette Burson
103603,Damon Santostefano
103604,Martha Fiennes
103605,Hiroyuki Okiura
103607,Chris Roberts
103611,Peter Ho-Sun Chan
103612,Gary Sinyor
103613,Michael Rymer
103615,Antonio Banderas
103617,Rolf Schübel
103618,Scott Silver
103619,Mike Barker
103621,Peter Kassovitz
103623,Jake Scott
103628,Jean-Pierre Dardenne
103629,Jim Fall
103630,Shane Meadows
103631,Frédéric Fonteyne
103633,Max Färberböck
103635,Scott Elliott
103636,Hampton Fancher
103637,Lloyd Kaufman
103640,Alison Maclean
103641,Mark Illsley
103643,Frank Whaley
103654,David McNally
103660,McG
103661,Todd Phillips
103663,Peyton Reed
103668,Peter Lord
103669,Tarsem Singh
103670,James Wong
103672,Jonathan Glazer
103678,Danny Leiner
103682,John Fawcett
103690,Stephen Daldry
103691,Alejandro G. Iñárritu
103695,Bibo Bergeron
103696,Asia Argento
103697,Eric Leighton
103705,Steve Carr
103708,Ben Younger
103709,Matt Williams
103713,Gina Prince-Bythewood
103714,Tom Dey
103720,Virginie Despentes
103722,Patrick Lussier
103724,Antony Hoffman
103725,Courtney Solomon
103732,Chris Koch
103733,Joe Charbanic
103735,Andrzej Bartkowiak
103738,Andrew Dominik
103739,Edward Norton
103742,Joe Berlinger
103745,Kenneth Lonergan
103748,Diane Keaton
103753,Kris Isacsson
103754,Christopher McQuarrie
103755,Des McAnuff
103761,E. Elias Merhige
103762,Britt Allcroft
103764,Bonnie Hunt
103766,David Raynr
103767,Miguel Arteta
103768,Joan Chen
103769,Ed Harris
103772,Vic Sarin
103773,Valerie Breiman
103774,Robert Lee King
103776,Nigel Cole
103777,Michael Almereyda
103778,Kim Ki-duk
103779,François Ozon
103780,Joel Hershman
103781,Douglas Aarniokoski
103784,John Ottman
103785,Fina Torres
103787,Jack Fletcher
103788,Béla Tarr
103790,Rod Lurie
103791,Fabián Bielinsky
103792,Greg Berlanti
103794,Karyn Kusama
103795,Bill Eagles
103796,Davis Guggenheim
103798,Jay Russell
103800,João Pedro Rodrigues
103801,Kamal Haasan
103809,Stig Bergqvist
103810,Michael Haneke
103811,Denis Villeneuve
103813,Gérard Krawczyk
103815,Roy Andersson
103817,Silvio Soldini
103819,Dominic Anciano
103822,Sally Field
103823,Mark Piznarski
103825,Jun Falkenstein
103831,Craig Mazin
103833,Janusz Kaminski
103836,Rakesh Roshan
103837,Del Shores
103838,Samantha Lang
103839,Ye Lou
103841,Chuck Parello
103842,Eric Blakeney
103843,Thomas Bezucha
103847,Robert Luketic
103849,Pete Docter
103851,Richard Kelly
103852,Joel Gallen
103855,Andrew Adamson
103864,Terry Zwigoff
103865,Jay Chandrasekhar
103872,Steve Beck
103875,Dennie Gordon
103878,Michael Tollin
103879,David Wain
103891,Marc Forster
103893,John Moore
103896,Sharon Maguire
103902,J.B. Rogers
103903,Bill Paxton
103909,Luke Greenfield
103910,Jesse Dylan
103912,Demian Lichtenstein
103921,Christophe Gans
103930,Daniel Sackheim
103931,Adam Shankman
103933,Brad Anderson
103934,Brendan Malloy
103935,John Cameron Mitchell
103938,Tom Green
103945,Takashi Miike
103946,Gregory Poirier
103949,Todd Field
103950,Louis C.K.
103952,Blair Hayes
103955,Stephen Chow
103956,John A. Davis
103958,Tommy O'Haver
103960,Éva Gárdos
103962,Jordan Melamed
103963,Ashutosh Gowariker
103966,Hironobu Sakaguchi
103968,Léa Pool
103969,Francine McDougall
103970,Lawrence Guterman
103973,Chris Nahon
103975,Henry Bean
103976,Farhan Akhtar
103978,Barry Skolnick
103980,Oliver Hirschbiegel
103985,Richard Eyre
103986,Caroline Link
103987,John Stockwell
103989,Danis Tanovic
103991,Gregor Jordan
103992,Alan Cumming
103993,Paddy Breathnach
103995,Tim Blake Nelson
103996,Jez Butterworth
103997,Michel Gondry
103998,Jon Favreau
103999,Harald Zwart
104010,Charles Herman-Wurmfeld
104013,Brian Koppelman
104016,Michael Cuesta
104017,DJ Pooh
104024,Chris Weitz
104027,Mark Brown
104030,Rintaro
104031,Billy Morrissette
104032,Maria Ripoll
104034,Nicole Holofcener
104035,Lucrecia Martel
104036,Rob Pritts
104037,Jacques Audiard
104038,Chuck Sheetz
104039,Mitch Davis
104041,David Atkins
104054,Fernando Meirelles
104060,Steven Shainberg
104070,Tom Brady
104073,Chris Wedge
104077,Dean DeBlois
104078,Rob Marshall
104085,Kurt Wimmer
104091,Louis Leterrier
104094,Walt Becker
104096,Kelly Asbury
104101,George Clooney
104105,Ellory Elkayem
104110,Mark Romanek
104111,Eli Roth
104112,Jean-Claude Brisseau
104113,Ed Decter
104116,Sanjay Leela Bhansali
104120,Andrew Lau
104126,Denzel Washington
104128,Jonas Åkerlund
104129,Park Chan-Wook
104132,Marc Lawrence
104135,Justin Lin
104136,Shawn Levy
104138,Perry Andelin Blake
104139,Charles Stone III
104142,Marcus Raboy
104147,John Lee Hancock
104150,Alain Chabat
104152,Lucky McKee
104154,Jesse Vaughan
104155,Callie Khouri
104158,Kevin Donovan
104159,John Polson
104165,Burr Steers
104169,Peter Kosminsky
104179,D.J. Caruso
104180,Takashi Shimizu
104181,Tim Story
104182,Niki Caro
104185,Joe Carnahan
104188,David Jacobson
104189,Mort Nathan
104190,Peter Mullan
104197,Michael Lembeck
104199,Dewey Nicks
104200,Wallace Wolodarsky
104201,Peter Hastings
104202,Kevin Bray
104203,Stephen Gaghan
104205,Cédric Klapisch
104207,Anthony Abrams
104208,Robin Budd
104209,Aleksandr Sokurov
104210,Mars Callahan
104214,Jaume Balagueró
104216,Bob Dolman
104218,Cathy Malkasian
104220,Paul Greengrass
104221,Seth Kearsley
104224,Don Michael Paul
104227,Susanne Bier
104230,Wych Kaosayananda
104237,Patricia Cardoso
104238,John Stainton
104242,Austin Chick
104243,Nicolas Cage
104249,Richard Curtis
104252,Len Wiseman
104259,Bong Joon Ho
104260,Andrew Stanton
104263,Catherine Hardwicke
104264,Rob Schmidt
104268,Patty Jenkins
104273,Tommy Wiseau
104274,Marcus Nispel
104275,Clark Johnson
104281,Rob Zombie
104288,Tim McCanlies
104305,Chris Kentis
104307,Peter Webber
104308,Bo Welch
104309,Aaron Blaise
104318,Audrey Wells
104322,Alexandre Aja
104325,Jonathan Liebesman
104339,Bille Woodruff
104340,James Cox
104342,Patrick Gilmore
104343,Uwe Boll
104345,Vadim Perelman
104347,Tom McCarthy
104348,Wolfgang Becker
104351,Casey La Scala
104354,Prachya Pinkaew
104356,Billy Ray
104358,Wayne Kramer
104364,Nikkhil Advani
104365,Bruno Barreto
104368,Andrey Zvyagintsev
104372,David Mackenzie
104374,Mikael Håfström
104376,Sylvain Chomet
104377,Je-yong Lee
104382,David Hillenbrand
104384,Stephen Fry
104385,Yann Samuell
104386,Paul Hunter
104388,Reggie Rock Bythewood
104389,Anders Thomas Jensen
104390,Gordon Chan
104391,Shari Springer Berman
104393,Fenton Bailey
104395,Glen Morgan
104396,Troy Byer
104397,Marco Tullio Giordana
104400,C. Jay Cox
104403,Linda Mendoza
104406,Tim Fywell
104407,Todd Graff
104408,Steve Trenbirth
104411,John Crowley
104412,David Gordon Green
104414,Richard Kwietniowski
104415,Chris Rock
104417,Peter Hedges
104421,Anne Fontaine
104425,Damian Nieman
104427,Christine Jeffs
104428,John Eng
104431,Andrew Black
104432,Ryan Little
104435,Isabel Coixet
104438,John Hoffman
104439,Matthew Ryan Hoge
104440,Clare Kilner
104442,Larry Charles
104443,Nimród Antal
104445,Jeff Schaffer
104446,Rawson Marshall Thurber
104457,James Wan
104461,Jonathan Hensleigh
104466,Edgar Wright
104468,Pawel Pawlikowski
104469,Eric Bress
104471,Matthew Vaughn
104472,Jared Hess
104476,Gary Winick
104478,Paul Haggis
104480,Zack Snyder
104482,Alexander Witt
104484,Adam McKay
104499,David S. Goyer
104508,Shane Carruth
104510,John Hamburg
104511,Cate Shortland
104512,Stephen Hillenburg
104514,Ethan Coen
104515,Terry George
104519,Zach Braff
104522,Pitof
104523,Don Mancini
104525,Joseph Kahn
104532,Joe Nussbaum
104539,Gavin O'Connor
104549,Sara Sugarman
104552,Kerry Conran
104553,Omar Naim
104557,Pierre Morel
104563,Brian Dannelly
104569,Shainee Gabel
104573,Jacob Estes
104574,Guy Ferland
104575,Angela Robinson
104580,Jessy Terrero
104591,Tod Williams
104597,Anurag Kashyap
104598,Christopher Erskin
104599,Christophe Barratier
104600,Nicole Kassell
104601,Fruit Chan
104603,Will Finn
104606,Timur Bekmambetov
104609,Laurence Dunmore
104610,Christophe Honoré
104611,Chris Stokes
104613,Kevin Spacey
104614,Charles Dance
104615,Michael Clancy
104616,Dennis Gansel
104617,Alice Wu
104619,Yash Chopra
104620,Nick Hurran
104624,Joshua Marston
104627,Michael Dowse
104628,Bart Freundlich
104630,Farah Khan
104631,Je-kyu Kang
104632,Ziad Doueiri
104635,Masaaki Yuasa
104636,Kay Pollak
104638,Sanjay Gadhvi
104641,Robert C. Ramirez
104642,Marco Kreuzpaintner
104645,Judd Apatow
104647,Joe Wright
104649,Neil Marshall
104651,Frank Miller
104653,James McTeigue
104658,Francis Lawrence
104661,Garth Jennings
104663,Lexi Alexander
104664,Joss Whedon
104667,Rob McKittrick
104671,Jean-François Richet
104673,David Slade
104677,Jaume Collet-Serra
104684,Shane Black
104690,Dave McKean
104695,Darren Lynn Bousman
104697,Robert Schwentke
104703,Andrew Douglas
104710,Breck Eisner
104715,Rian Johnson
104716,Greg McLean
104718,Scott Derrickson
104726,Susan Stroman
104727,Barry W. Blaustein
104729,Bruce Hunt
104733,Ol Parker
104736,Bennett Miller
104745,Hideo Nakata
104746,Hunter Richards
104747,Mike Bigelow
104748,David Ayer
104749,Darren Grant
104751,Steve Box
104753,John Maybury
104755,Jason Reitman
104761,Julian Jarrold
104766,John Turturro
104769,Florent-Emilio Siri
104774,Cory Edwards
104777,Tommy Lee Jones
104778,John Gulager
104785,Jeff Wadlow
104786,John Hillcoat
104789,Craig Brewer
104790,Richard Shepard
104797,Rebecca Miller
104807,Geoffrey Sax
104815,Niall Johnson
104821,Miranda July
104822,Duncan Tucker
104823,Andy Garcia
104826,Arie Posin
104828,Gary Chapman
104831,Phil Morrison
104833,Carlos Reygadas
104834,Mark Levin
104835,John Gatins
104837,Bent Hamer
104838,Sturla Gunnarsson
104839,Christian Carion
104840,John Asher
104841,Liev Schreiber
104842,Mike Mills
104856,Andy Fickman
104860,Gabriele Muccino
104861,Jonathan Dayton
104862,Kevin Macdonald
104864,Florian Henckel von Donnersmarck
104866,J.J. Abrams
104870,Steve Pink
104872,James Gunn
104888,Sean Ellis
104890,Nicholaus Goossen
104892,Liam Lynch
104894,Jessica Bendinger
104895,Anne Fletcher
104900,Mark Neveldine
104901,Neil Burger
104902,Tim Johnson
104906,Elizabeth Allen Rosenbaum
104912,Stefen Fangmeier
104923,Gil Kenan
104926,Greg Coolidge
104930,David Bowers
104932,Werner Herzog
104937,Susannah Grant
104939,Guillaume Canet
104951,Alejandro Agresti
104955,Neil Armfield
104958,Mark Palansky
104959,Carlos Saldanha
104961,William Brent Bell
104967,David Von Ancken
104968,Ericson Core
104971,Adam Green
104974,Tyler Perry
104975,John Bonito
104976,John Curran
104977,Bob Odenkirk
104979,George Hickenlooper
104980,Doug Atchison
104982,Michael O. Sajbel
104988,Joachim Trier
104989,Aaron Seltzer
104992,Anthony Russo
104993,Matthew O'Callaghan
104994,Gorô Miyazaki
104995,Michael Mayer
104997,James Gartner
104999,Goran Dukic
105000,Gregory Dark
105004,Allen Coulter
105005,Michel Hazanavicius
105006,Chris Robinson
105009,Scott Glosserman
105011,Ryan Fleck
105012,Steve 'Spaz' Williams
105014,Jonathan King
105015,Liz Friedlander
105019,Rakeysh Omprakash Mehra
105024,Jim Sonzero
105026,Jody Hill
105027,Michael Polish
105028,Tom Vaughan
105029,Nick Guthe
105030,Todd Robinson
105031,Dito Montiel
105032,Colin Brady
105033,Christopher Smith
105034,Katherine Brooks
105040,Nicholas Mastandrea
105042,Wil Shriner
105047,Ben Affleck
105052,David Yates
105065,Juan Carlos Fresnadillo
105066,Xavier Gens
105074,Akiva Schaffer
105076,Gabor Csupo
105089,Josh Gordon
105090,Ash Brannon
105093,Joby Harold
105095,Simon J. Smith
105097,Colin Strause
105098,Chris Miller
105102,Mark Helfrich
105107,David Ross
105108,Nacho Vigalondo
105109,Jason Friedberg
105110,Stephen J. Anderson
105111,Tony Gilroy
105115,Oren Peli
105116,Richard LaGravenese
105123,Craig Gillespie
105124,J.A. Bayona
105128,Mennan Yapo
105129,David Silverman
105130,Mitchell Lichtenstein
105135,Aamir Khan
105136,Steve Bendelack
105138,Scott Wiper
105140,Kirsten Sheridan
105144,Robert Ben Garant
105149,Anton Corbijn
105150,Scott Frank
105154,Olivier Dahan
105155,John Carney
105156,Philip G. Atwell
105159,Adrienne Shelly
105160,David L. Cunningham
105162,Kevin Munroe
105163,Martin Weisz
105164,Jonah Markowitz
105165,Dave Meyers
105181,José Padilha
105185,Danny Pang
105186,Céline Sciamma
105191,Franck Khalfoun
105196,Vincent Paronnaud
105199,John August
105200,Chris Sivertson
105201,Zach Helm
105202,Sebastian Gutierrez
105203,Thor Freudenthal
105205,Cristian Mungiu
105207,Daniel Waters
105210,Jon Poll
105213,Doug Lefler
105215,Masayuki
105216,Sergei Bodrov
105217,Taika Waititi
105218,Alan Ball
105220,Stefan Ruzowitzky
105221,Jeff Nichols
105223,Jonathan Kasdan
105224,George Ratliff
105225,Imtiaz Ali
105226,Gavin Hood
105230,Michael Katleman
105233,Bernie Goldmann
105234,Sylvain White
105235,Deborah Kampmeier
105238,J.P. Schaefer
105239,Robin Swicord
105248,Mark Osborne
105252,Phyllida Lloyd
105253,Bryan Bertino
105262,Nicholas Stoller
105265,Martin McDonagh
105266,Michael Patrick King
105268,Fred Wolf
105271,Saul Dibb
105275,James Watkins
105281,Carter Smith
105282,Justin Chadwick
105287,Eric Brevig
105288,Ric Roman Waugh
105289,Byron Howard
105290,Sean Anders
105297,Tomas Alfredson
105300,Nick Moore
105318,Charlie Kaufman
105322,Peter Sollett
105333,Jon M. Chu
105334,Kent Alterman
105336,Howard McCain
105337,David Hackl
105338,Bharat Nalluri
105339,Steve McQueen
105340,Jimmy Hayward
105341,Diane English
105342,Clark Gregg
105346,Ryûhei Kitamura
105353,Pete Travis
105355,Tom Putnam
105359,Robert B. Weide
105360,Olivier Megaton
105361,Nelson McCormick
105367,Dave Filoni
105369,Jon Hurwitz
105370,Michael McCullers
105371,Jennifer Flackett
105373,John Erick Dowdle
105375,George C. Wolfe
105376,Seth Gordon
105377,Sanaa Hamri
105382,Shamim Sarif
105385,Matteo Garrone
105391,Jee-woon Kim
105392,Rodrigo García
105393,Masayuki Ochiai
105394,Marcel Langenegger
105395,A.R. Murugadoss
105396,Olly Blackburn
105397,David Moreau
105398,Marco Schnabel
105400,Chris Carter
105401,Frédéric Forestier
105404,Eric Valette
105407,Alex Kendrick
105408,Jeffrey Nachmanoff
105412,Darnell Martin
105413,Bruce McDonald
105416,Ari Folman
105418,Yôjirô Takita
105420,Guillermo Arriaga
105422,Sam Fell
105424,Marc Schölermann
105425,Marcos Siega
105432,Mabrouk El Mechri
105434,Tony Leondis
105435,Jonathan Levine
105438,Courtney Hunt
105439,S.R. Bindler
105440,Joel Hopkins
105457,Ruben Fleischer
105458,Marc Webb
105460,Neill Blomkamp
105467,Rajkumar Hirani
105468,Kyle Newman
105477,Duncan Jones
105480,Tom Six
105483,Jaco Van Dormael
105487,Will Gluck
105488,Yorgos Lanthimos
105491,Drew Barrymore
105492,Juan José Campanella
105493,Christian Alvart
105494,Rob Letterman
105495,Patrick Tatopoulos
105496,Peter Billingsley
105499,Dennis Iliadis
105500,Niels Arden Oplev
105503,Stewart Hendler
105509,Lee Daniels
105511,Phil Lord
105516,Ricky Gervais
105517,Olatunde Osunsanmi
105520,Marcus Dunstan
105522,Grant Heslov
105524,Tom Ford
105525,Philippe Diaz
105536,Derrick Borte
105537,Michael Spierig
105538,Lone Scherfig
105539,Scott Cooper
105543,Charles Guard
105548,Shane Acker
105549,Jean-Marc Vallée
105557,Kevin Greutert
105558,Andrea Arnold
105560,Agnieszka Wojtowicz-Vosloo
105562,Steve Shill
105571,Cheryl Hines
105572,Phil Traill
105574,Sam Taylor-Johnson
105576,Daniel Alfredson
105578,Peter Cornwell
105579,Glenn Ficarra
105581,Scott Sanders
105583,Armando Iannucci
105588,Asghar Farhadi
105592,Kevin Tancharoen
105593,Luca Guadagnino
105594,Ti West
105597,David Pastor
105599,Hoyt Yeatman
105602,Brandon Camp
105607,Daniel Barber
105611,John Hindman
105612,Jorge Blanco
105616,Cary Joji Fukunaga
105617,Raymond De Felitta
105619,Tommy Wirkola
105620,Mamoru Hosoda
105621,Oren Moverman
105622,Rick Jacobson
105627,Kieran Mulroney
105628,Tomm Moore
105629,J Blakeson
105630,Neal Brennan
105631,Zach Cregger
105635,Michel Franco
105638,Tom Hooper
105641,Francesca Gregorini
105642,Jordan Scott
105649,Jim Field Smith
105657,Gareth Edwards
105659,Nathan Greno
105661,Steven R. Monroe
105667,Steve Antin
105669,Pierre Coffin
105677,Derek Cianfrance
105683,Joseph Kosinski
105686,Lee Unkrich
105691,Ethan Maniquis
105693,Tom McGrath
105697,Ryan Murphy
105700,David Michôd
105706,Rodrigo Cortés
105707,Scott Stewart
105712,Debra Granik
105713,Samuel Bayer
105715,John Luessenhop
105719,Eli Craig
105725,Anna Boden
105734,Anand Tucker
105735,Christopher Morris
105737,Floria Sigismondi
105739,Jorma Taccone
105741,Panos Cosmatos
105744,Apichatpong Weerasethakul
105746,Jeong-beom Lee
105748,André Øvredal
105755,Hiromasa Yonebayashi
105757,Richard Ayoade
105766,Julie Anne Robinson
105768,Quentin Dupieux
105774,Susanna White
105775,Andrew Jarecki
105778,Nanette Burstein
105781,Wilson Yip
105785,Miguel Sapochnik
105787,Casey Affleck
105788,Larysa Kondracki
105791,Sang-soo Im
105797,David Schwimmer
105799,Massy Tadjedin
105800,John Wells
105801,Jay Duplass
105808,Daniel Stamm
105809,Abe Sylvia
105810,William Monahan
105812,Baran bo Odar
105813,Alan Poul
105814,Dallas Jenkins
105815,Vikramaditya Motwane
105816,Troy Nixey
105817,Shana Feste
105820,Daniel Espinosa
105821,Jim Mickle
105823,Richard J. Lewis
105828,Malcolm Venville
105832,Gilles Paquet-Brenner
105833,Sngmoo Lee
105836,Spencer Susser
105838,Nick Tomnay
105841,Mitch Glazer
105843,Dan Rush
105848,Paul Feig
105854,Olivier Nakache
105857,Drew Goddard
105858,Tate Taylor
105864,Jennifer Yuh Nelson
105894,Julia Leigh
105898,Rupert Wyatt
105900,Brad Furman
105906,George Nolfi
105907,Jamie Linden
105915,Gareth Evans
105916,J.C. Chandor
105917,Sean Durkin
105922,Chris Gorak
105923,Steven Quale
105926,Adam Wingard
105927,Zoya Akhtar
105928,Daniel Nettheim
105929,Matthijs van Heijningen Jr.
105943,Gary McKendry
105949,James Bobin
105957,Justin Kurzel
105962,Ben Palmer
105965,Ben Wheatley
105967,Joe Cornish
105968,John Michael McDonagh
105971,Mike Cahill
105973,Drake Doremus
105974,Mark Mylod
105978,Daniel Barnz
105979,Gavin Wiesen
105980,Simon Curtis
105981,Paolo Sorrentino
105987,Jason Eisener
105993,Christian E. Christiansen
105998,Zal Batmanglij
105999,Madonna
106003,Bertrand Bonello
106004,Jesse Peretz
106005,Andrew Haigh
106007,Alister Grierson
106009,Morten Tyldum
106017,Lynn Shelton
106019,Ami Canaan Mann
106020,Sarah Polley
106021,Alex Gregory
106022,Stéphane Rybojad
106025,Gonzalo López-Gallego
106028,Paul Johansson
106029,Ralph Fiennes
106030,Malgorzata Szumowska
106031,Gaby Dellal
106033,Tanya Wexler
106040,Paddy Considine
106041,Nuri Bilge Ceylan
106049,Jason Moore
106061,Stephen Chbosky
106065,Rupert Sanders
106071,Seth MacFarlane
106076,Mark Andrews
106083,Genndy Tartakovsky
106086,Måns Mårlind
106089,Lorene Scafaria
106093,Rich Moore
106095,Nima Nourizadeh
106103,Brad Peyton
106109,Colin Trevorrow
106110,Josh Trank
106111,Dan Bradley
106115,Chris Renaud
106116,Asger Leth
106119,Peter Ramsey
106120,Ariel Vromen
106126,Mark Tonderai
106127,Ben Lewin
106131,Michael Sucsy
106133,Craig Zobel
106136,David Palmer
106137,Mike McCoy
106141,Lisa Azuelos
106142,Heitor Dhalia
106144,Steve Martino
106148,Stephen Elliott
106149,Sacha Gervasi
106151,Scott Speer
106153,Josh Boone
106156,M.J. Bassett
106158,Ramaa Mosley
106162,Robert Lorenz
106167,Lee Kirk
106168,Chris Butler
106169,Baltasar Kormákur
106171,Nicholas Jarecki
106172,RZA
106176,Nikolaj Arcel
106178,Fisher Stevens
106181,Brian Klugman
106182,Felix van Groeningen
106183,Stuart Blumberg
106184,Sean Baker
106186,John Hyams
106188,Benh Zeitlin
106189,Anthony Hemingway
106192,Todd Lincoln
106194,James Mather
