id_director,name_d
106197,Leslye Headland
106199,Sujoy Ghosh
106202,Josh Radnor
106204,Joachim Rønning
106205,Henry Joost
106206,Dustin Hoffman
106207,Matt Ross
106209,Juan Solanas
106213,David Chase
106214,Henry Alex Rubin
106217,Bradley Parker
106218,Lee Toland Krieger
106219,Reema Kagti
106221,Alex Kurtzman
106223,Petter Næss
106224,Nick Love
106226,Anurag Basu
106227,Declan Donnellan
106228,Paul Andrew Williams
106231,Cal Brunker
106235,Jamie Travis
106239,Homi Adajania
106240,Josh Schwartz
106243,Jake Schreier
106248,Alan Taylor
106249,James DeMonaco
106257,Abdellatif Kechiche
106268,Dan Scanlon
106269,Joseph Gordon-Levitt
106284,Kirk DeMicco
106285,Evan Goldberg
106286,Nat Faxon
106291,Fede Alvarez
106300,James Ward Byrkit
106306,Andy Muschietti
106313,Carl Rinsch
106323,Steven Knight
106327,Mike Flanagan
106328,Aharon Keshales
106335,Maggie Carey
106339,David Soren
106347,Amma Asante
106356,James Ponsoldt
106360,Jon S. Baird
106361,Don McKellar
106363,Destin Daniel Cretton
106365,Brian Percival
106367,Rob Epstein
106371,Daniel Schechter
106374,Ken Scott
106375,Joey Soloway
106377,Klay Hall
106378,Cody Cameron
106380,Jeremy Saulnier
106384,Jordan Vogt-Roberts
106388,Allen Hughes
106391,Jorge Dorado
106395,Don Scardino
106396,Jerusha Hess
106397,Justin Zackham
106398,John Krokidas
106402,Ryan Coogler
106403,Gia Coppola
106404,Jeff Tremaine
106407,Joshua Michael Stern
106408,Sebastián Cordero
106410,Dan Mazer
106412,Jon Lucas
106416,Michael Tiddes
106419,Ayan Mukherjee
106422,Peter Landesman
106424,Charlie Stratton
106429,Joe Lynch
106435,Jason Bateman
106436,Lake Bell
106437,David Lowery
106438,Keanu Reeves
106440,Ritesh Batra
106441,Park Hoon-jung
106442,Fredrik Bond
106446,Chad Stahelski
106451,Damien Chazelle
106453,Alex Garland
106455,Dan Gilroy
106458,Wes Ball
106461,Jemaine Clement
106468,David Robert Mitchell
106475,Noam Murro
106477,Christian Ditter
106478,Don Hall
106480,Robert Stromberg
106482,Angelina Jolie
106483,Christopher Miller
106491,James Marsh
106492,Patrick Hughes
106494,Michaël R. Roskam
106498,Jennifer Kent
106501,Damián Szifron
106510,Camille Delamarre
106513,Leigh Janiak
106515,Chris Evans
106519,Scott Waugh
106525,Paul King
106533,Xavier Dolan
106534,James Kent
106535,Jonathan Milott
106536,Jorge R. Gutiérrez
106537,Severin Fiala
106539,Gary Shore
106540,Levan Gabriadze
106542,Wally Pfister
106544,Courteney Cox
106545,Rowan Joffe
106546,Philippe Falardeau
106551,Kriv Stenders
106553,Tom Gormican
106560,Alan Rickman
106561,Erik Van Looy
106563,Jon Watts
106564,William Eubank
106568,R.J. Cutler
106570,Yann Demange
106571,Richard Glatzer
106573,Justin Benson
106574,Bill Pohlad
106577,Russell Crowe
106578,Ava DuVernay
106579,Rob Thomas
106581,Charlie McDowell
106589,Stuart Beattie
106591,Max Nichols
106592,Julius Avery
106594,Vic Armstrong
106596,Theodore Melfi
106599,Trish Sie
106600,Kristian Levring
106601,Harold Cronk
106602,Akiva Goldsman
106603,James Simone
106605,Ben Falcone
106606,Jalmari Helander
106607,Pascal Chaumeil
106609,Ruben Östlund
106611,Ryan Gosling
106615,John Pogue
106616,Jordan Rubin
106618,Sam Miller
106621,Peter Strickland
106622,Richard Laxton
106624,Lenny Abrahamson
106626,Sarah Gavron
106627,Stiles White
106632,Justin Simien
106635,Benny Safdie
106637,Roberts Gannaway
106639,Ramin Bahrani
106642,Adriana Trigiani
106652,Robert Eggers
106672,Bryan Buckley
106681,John Francis Daley
106688,Marc Abraham
106689,Kyle Balda
106690,Elizabeth Banks
106704,Sanyuan Peng
106708,Peter Sohn
106711,Joel Edgerton
106713,Etan Cohen
106714,Aleksander Bach
106717,Christopher Landon
106718,Ilya Naishuller
106731,Paco Cabezas
106732,Gregory Jacobs
106733,Ari Sandel
106737,Kyle Patrick Alvarez
106740,Leigh Whannell
106743,S.S. Rajamouli
106745,Jeremy Garelick
106752,Paul Tibbitt
106754,Roar Uthaug
106755,Hannes Holm
106757,Alfonso Gomez-Rejon
106760,Marielle Heller
106761,Deniz Gamze Ergüven
106765,Ciarán Foy
106766,Catherine Corsini
106767,Duke Johnson
106768,Oz Perkins
106770,Nishikant Kamat
106771,Shinji Higuchi
106773,Dexter Fletcher
106776,Sean Mewshaw
106779,Max Joseph
106785,Brett Haley
106786,Henry Hobson
106787,Dean Israelite
106789,Rupert Goold
106790,Matt Brown
106795,Martin Zandvliet
106797,Michael Dougherty
106798,Kabir Khan
106799,Agnieszka Smoczynska
106806,Gary Rydstrom
106811,David Gelb
106813,Patricia Riggen
106816,Travis Cluff
106817,David Farr
106820,Paul Gross
106821,John Maclean
106824,Simon Stone
106831,François Simard
106832,Patrick Brice
106833,Michael Showalter
106835,Dan Fogelman
106836,László Nemes
106838,Sang-hoon Ahn
106842,Daniel Lee
106849,Tim Miller
106852,Thea Sharrock
106854,William Oldroyd
106865,Cedric Nicolas-Troyan
106872,Makoto Shinkai
106873,Alessandro Carloni
106876,Julia Ducournau
106879,Sang-ho Yeon
106882,Anna Foerster
106885,Greg Tiernan
106892,Barry Jenkins
106907,Dan Trachtenberg
106910,Garth Davis
106911,David F. Sandberg
106912,Deon Taylor
106918,Nitesh Tiwari
106919,Ana Lily Amirpour
106922,Ross Katz
106924,Luke Scott
106927,Kelly Fremon Craig
106929,Babak Najafi
106936,Dan Kwan
106938,Jake Szymanski
106945,Mike Thurmeier
106948,Michael Grandage
106951,Ivan Sen
106954,Dave Green
106955,Elizabeth Wood
106959,David L. Hunt
106960,Anna Biller
106965,Clay Kaytis
106971,Hideaki Anno
106976,Jeremy Gillespie
106977,David Leveaux
106981,Pablo Larraín
106985,Peter Atencio
106986,Andrew Neel
106990,Travis Knight
106999,Chris Peckover
107001,Sam Liu
107003,Amat Escalante
107007,Jason Zada
107010,John Krasinski
107012,Maren Ade
107023,Radhika Rao
107024,Carles Torrens
107025,Takeshi Nozue
107027,Jonathan Jakubowicz
107030,Susan Johnson
107032,Aniruddha Roy Chowdhury
107033,Babak Anvari
107038,Ewan McGregor
107039,Sarah Adina Smith
107041,Simon Aboud
107051,Michael Gracey
107055,Hallie Meyers-Shyer
107057,Jordan Peele
107071,Sebastián Lelio
107079,David Leitch
107080,Taylor Sheridan
107083,Greta Gerwig
107092,Aaron Sorkin
107109,Dean Devlin
107111,Brian Fee
107112,Lucia Aniello
107115,Dax Shepard
107120,Chris McKay
107121,Michael Noer
107124,Cory Finley
107126,Coralie Fargeat
107129,James Franco
107130,Johannes Roberts
107132,Stella Meghie
107134,Jamie M. Dagg
107136,John Carroll Lynch
107139,Björn Runge
107140,Trey Edward Shults
107144,Ry Russo-Young
107147,Matt Spicer
107148,Denise Di Novi
107151,Dorota Kobiela
107154,Hany Abu-Assad
107159,Francis Lee
107161,Janus Metz
107165,Kogonada
107166,Jeff Baena
107167,Stuart Hazeldine
107170,F. Javier Gutiérrez
107173,Chloé Zhao
107175,Charlie Bean
107176,Marc Meyers
107177,Andrew Jay Cohen
107178,Sergio G. Sánchez
107180,Max Winkler
107184,Gabriela Cowperthwaite
107185,Benny Boom
107193,Andy Serkis
107195,Hun Jang
107196,Mike White
107197,Ash Avildsen
107199,Justin Chon
107201,Fatih Akin
107205,Richie Keen
107207,Ken Marino
107208,Paolo Virzì
107209,Michael Carney
107210,Jayson Thiessen
107212,Jeffrey Blitz
107213,Lawrence Sher
107214,Luis Prieto
107216,Jeremy Dyson
107217,Jonathan Teplitzky
107218,Eliza Hittman
107220,Haifaa Al-Mansour
107226,Kevin Phillips
107231,Robin Campillo
107233,Shin-yeon Won
107234,Pat Healy
107236,Dominic Cooke
107237,Simon Baker
107238,Byung-gil Jung
107243,Yong-hwa Kim
107249,Ari Aster
107253,Bob Persichetti
107265,Christian Gudegast
107268,Bradley Cooper
107273,Bo Burnham
107279,Stefano Sollima
107283,Gerard McMurray
107285,Claire McCarthy
107286,Corin Hardy
107293,Jeff Tomsic
107298,Donovan Marsh
107300,Duncan Skiles
107301,Otto Bathurst
107303,Nadine Labaki
107313,Nicolai Fuglsig
107314,Susanna Fogel
107316,Josie Rourke
107317,Phil Johnston
107321,Christian Rivers
107324,Steven Caple Jr.
107327,Jonah Hill
107330,Chang-dong Lee
107331,Aneesh Chaganty
107333,Kay Cannon
107340,Carlos López Estrada
107344,Abby Kohn
107345,Drew Pearce
107349,Bill Holderman
107350,Crispian Mills
107351,Boots Riley
107352,Steven S. DeKnight
107359,Rob Greenberg
107361,Joe Penna
107363,Mathew Cullen
107364,Sriram Raghavan
107365,Anthony Maras
107367,Bart Layton
107370,Kevin Connolly
107373,Stacie Passon
107374,Desiree Akhavan
107375,Adam Robitel
107381,David Kerr
107383,Paul Dano
107385,Bethany Ashton Wolf
107387,Shin'ichirô Ushijima
107392,Ali Abbasi
107393,Nash Edgerton
107394,Sam Levinson
107395,Stephen Susco
107402,Karey Kirkpatrick
107403,Gregory Plotkin
107404,Matthew Heineman
107407,Tom Harper
107408,Diederik Van Rooijen
107410,Carol Morley
107411,Yarrow Cheney
107412,Wash Westmoreland
107415,Tim Kirkby
107417,Gustav Möller
107419,Brady Corbet
107420,Emma Tammi
107422,Becca Gleason
107426,Blake Harris
107429,Director X.
107430,Nick Park
107431,Andrew Erwin
107432,Kim Nguyen
107433,Tatsuya Nagamine
107435,Jonathan Baker
107436,Pella Kagerman
107437,Pernille Fischer Christensen
107439,John Andreas Andersen
107442,Kenji Nagasaki
107443,Perry Lang
107447,Stephen Merchant
107458,Jenny Gage
107471,Matt Bettinelli-Olpin
107474,Michael Engler
107476,Olivia Wilde
107479,Robin Bissell
107489,Josh Cooley
107494,Simon Kinberg
107496,David Yarovesky
107498,Tyler Nilson
107499,Gene Stupnitsky
107501,Justin Baldoni
107502,Hans Petter Moland
107504,Gary Dauberman
107505,Adrian Grunberg
107506,Nisha Ganatra
107514,Joe Talbot
107516,Michael Chaves
107520,Thurop Van Orman
107522,Kevin Kölsch
107524,Riley Stearns
107527,Vincent D'Onofrio
107530,Lars Klevberg
107531,Julius Onah
107532,Joanna Hogg
107533,Lulu Wang
107535,Chris Addison
107536,Jason Winer
107539,Andrea Berloff
107540,Elise Durán
107546,Jill Culton
107548,Todd Strauss-Schulson
107549,Malik Bader
107550,Gail Mancuso
107553,Dome Karukoski
107554,Lee Cronin
107555,Paul Downs Colaizzo
107560,Vikas Bahl
107561,Dylan Brown
107562,Won-Tae Lee
107563,Fred Durst
107564,Laure de Clermont-Tonnerre
107565,Jesse V. Johnson
107566,Frant Gwo
107568,Waymon Boone
107570,Roxann Dawson
107571,Zara Hayes
107572,Tina Gordon
107573,Nicholas McCarthy
107574,Yu Yang
107575,Shawn Seet
107577,John Stalberg Jr.
107581,John Swab
107582,Byeong-heon Lee
107583,Noble Jones
107585,J.J. Englert
107586,Abhishek Varman
107587,Abhishek Chaubey
107588,Jagan Shakti
107589,Melanie Martinez
107591,Sujeeth
107592,Sang-Geun Lee
107593,Van Ling
107594,Britt Poulton
107595,Chuck Konzelman
107596,Punit Malhotra
107597,Joo-hwan Kim
107598,Laxman Utekar
107599,Akiv Ali
107600,Lucio Castro
107601,Alex Ranarivelo
107602,Gorô Taniguchi
107603,Hannah Pearl Utt
107604,Robert Fernandez
107605,Eddie Mensore
107606,Kirill Mikhanovsky
107607,Robbie Grewal
107608,Le-Van Kiet
107610,Shelly Chopra Dhar
107611,Roxanne Benjamin
107612,Tony Chan
107613,Ali Abbas Zafar
107614,Mark Bramble
107615,Claudio Giovannesi
107616,Richard Grieco
107617,Tony Wash
107618,Jerry Mitchell
107619,Rich Christiano
107620,Jung Da-Won
107621,Drew Cullingham
107622,T.C. Christensen
107625,Indra Kumar
107626,Shane Stanley
107627,Nacho G. Velilla
107628,Jazz Boon
107629,Noo-ri Park
107630,Marie Kreutzer
107631,Andoy Ranay
107632,Aneesh Daniel
107633,Yutaka Uemura
107634,Ariel Winograd
107636,Antoinette Jadaone
107638,Raj Kumar Gupta
107639,Jason Kwan
107640,Dylan Thomas Ellis
107641,Jeffrey Nicholson
107642,David Stuart Snell
107643,Monia Chokri
107646,Cathy Yan
107649,Adil El Arbi
107650,Jeff Fowler
107652,Chris Sanders
107653,Hu Guan
107654,Scott Teems
107655,Kenneth Smith
107656,Teng Cheng
107657,Scott Pryor
107659,Marcus Brown
107660,Kevin Shulman
107661,Stefan C. Schaefer
107662,Justin Kreinbrink
107664,Joseph Ebanks
107665,Dusty Dukatz
107666,Nkanya Nkwai
107667,James Randall
107668,Pereko Mosia
